,FDX,BRK-B,GLW,DE,GM,GOOGL,AAPL
0,0.0,0.16584406965916293,0.033946146166326754,0.24171872923397983,0.0,0.2510303068074834,0.3074607481330471
1,0.0,0.22735602195663296,0.0,0.227371681723423,0.0,0.2622931153295214,0.28297918099042263
2,0.0,0.31416212458710396,0.051723564027828475,0.09337104346577153,0.0,0.3401409376674666,0.20060233025182944
3,0.0,0.24677995998305904,0.050495069663846766,0.1715529588401255,0.0,0.281601277651592,0.24957073386137682
4,0.0,0.19928568495109367,0.0,0.20877555621013533,0.0,0.309625831326429,0.28231292751234216
5,0.0,0.2676076884916551,0.0,0.1518732420135459,0.0,0.3124226265269806,0.2680964429678185
6,0.0,0.262259356768315,0.0,0.15339233764737686,0.0,0.28555300879500156,0.2987952967893065
7,0.0,0.3008678453140594,0.0,0.1575058937925809,0.0,0.16897093564731608,0.37265532524604356
8,0.0,0.311199659346285,0.0,0.13876447465588074,0.0,0.17047877954183752,0.3795570864559969
9,0.0,0.21190869784968783,0.0,0.14778880708475173,0.0,0.24099675423714428,0.39930574082841613
10,0.0,0.21128630848117788,0.0,0.09155700471875103,0.0,0.330784048478519,0.3663726383215522
11,0.0,0.046716673693135674,0.0,0.21181605839123982,0.0,0.35214549462613925,0.38932177328948525
12,0.0,0.0,0.0,0.2070785343183417,0.0,0.2637386955798755,0.5291827701017828
13,0.0,0.0,0.0,0.2329428948334894,0.0,0.29300026752664027,0.4740568376398702
14,0.0,0.0,0.0,0.2491549594821546,0.0,0.31939634318089555,0.43144869733694996
15,0.0,0.0,0.0,0.26898943088980026,0.0,0.23759544135936964,0.4934151277508299
16,0.0,0.0,0.0,0.25656779844305166,0.0,0.2774231902367485,0.46600901132019973
17,0.0,0.0,0.0,0.25749842544526114,0.0,0.331889777772799,0.4106117967819399
18,0.0,0.0,0.0,0.3182714007745745,0.0,0.25841700272569634,0.4233115964997291
19,0.0,0.0,0.0,0.33955479939361516,0.0,0.3609828504365938,0.29946235016979117
20,0.0,0.0,0.0,0.3530266400055127,0.0,0.36785673160383525,0.27911662839065216
21,0.0,0.0,0.0,0.35748243311009203,0.0,0.31795880236784363,0.3245587645220643
22,0.0,0.0,0.0,0.35669050531691104,0.0,0.34862188681590056,0.29468760786718845
23,0.0,0.0,0.0,0.37788975508303346,0.0,0.3997334282350435,0.2223768166819229
24,0.0,0.0,0.0,0.3734096664532906,0.0,0.397455024553738,0.22913530899297138
25,0.0,0.0,0.0,0.3858551316325644,0.0,0.3350600011098185,0.2790848672576169
26,0.0,0.0,0.0,0.44478512412176985,0.0,0.28445012598811553,0.2707647498901146
27,0.0,0.0,0.0,0.4592090469872738,0.0,0.2544433172856093,0.2863476357271169
28,0.0,0.0,0.0,0.45420813681870065,0.0,0.2572404449348197,0.2885514182464796
29,0.0,0.0,0.0,0.4492723235151397,0.0,0.25497129672879265,0.2957563797560677
30,0.0,0.0,0.0,0.45586482294484715,0.0,0.14868592112061726,0.39544925593453567
31,0.0,0.0,0.0,0.4067284310143515,0.0,0.1851421473433281,0.4081294216423204
32,0.0,0.0,0.0,0.37786524666847443,0.0,0.18433405622504795,0.4378006971064776
33,0.0,0.0,0.0,0.399082100329035,0.0,0.1664424992485069,0.43447540042245814
34,0.0,0.0,0.0,0.35868448866146335,0.0,0.1442537179272192,0.4970617934113173
35,0.0,0.0,0.0,0.3732502571706058,0.0,0.15495452035690066,0.47179522247249345
36,0.0,0.0,0.0,0.3702794198126163,0.0,0.18012186765851698,0.44959871252886674
37,0.0,0.0,0.0,0.4787714806655869,0.0,0.0,0.521228519334413
38,0.0,0.0,0.0,0.4580507131415735,0.0,0.0,0.5419492868584266
39,0.0,0.0,0.0,0.38135732244778575,0.0,0.06633573812403418,0.5523069394281801
40,0.0,0.0,0.0,0.36799466255332314,0.0,0.058235075812561723,0.5737702616341152
41,0.0,0.0,0.0,0.3575260742661832,0.0,0.03872389031399286,0.603750035419824
42,0.0,0.0,0.0,0.3858367414695524,0.0,0.0,0.6141632585304476
43,0.0,0.0,0.0,0.4043126980720372,0.0,0.0,0.5956873019279629
44,0.0,0.0,0.0,0.4968585754443302,0.0,0.0,0.5031414245556698
45,0.0,0.0,0.0,0.5828163654431741,0.0,0.0,0.4171836345568259
46,0.0,0.0,0.0,0.5191734251678343,0.0,0.0,0.4808265748321657
47,0.0,0.0,0.0,0.4924057669370776,0.0,0.0,0.5075942330629225
48,0.0,0.0,0.0,0.41173347049212455,0.0,0.0,0.5882665295078754
49,0.0,0.0,0.0,0.3438167446277269,0.0,0.0,0.6561832553722732
50,0.0,0.0,0.0,0.3361410906981369,0.0,0.08375817444578348,0.5801007348560797
