,NVDA,DIS,GOOGL,KO,TMO,MA,V
0,0.6026131116636267,0.05201584885587671,0.0,0.0,0.286414969293607,0.0,0.058956070186889795
1,0.6685189618605363,0.0536173725933754,0.02500586117493413,0.0,0.0,0.0,0.252857804371154
2,0.6059728726785377,0.1066953565114185,0.07636372828412712,0.0,0.0,0.0,0.21096804252591683
3,0.6543820551195373,0.12457932272384448,0.1096494811284282,0.0,0.0,0.0,0.11138914102818999
4,0.6866095758030352,0.07733595752470718,0.0,0.0,0.0010378499204985775,0.0,0.23501661675175906
5,0.628670500855131,0.0,0.0,0.0,0.0,0.0,0.3713294991448691
6,0.6967064323068635,0.0,0.0,0.0,0.0,0.0,0.3032935676931366
7,0.5991543255923775,0.037798679987577986,0.0,0.0,0.0,0.0,0.36304699442004446
8,0.5561626721679953,0.13484584984567513,0.0,0.0,0.0,0.0,0.3089914779863295
9,0.5387620514466493,0.088970582092621,0.0,0.0,0.0,0.0,0.37226736646072967
10,0.47807514298708365,0.040567966768223856,0.0,0.0,0.0,0.0,0.48135689024469236
11,0.4989878241050936,0.0,0.0,0.0,0.010246155627264402,0.0,0.49076602026764193
12,0.4898054595828795,0.0,0.0,0.0,0.0,0.0,0.5101945404171204
13,0.5152253419005101,0.0,0.0,0.0,0.0,0.0,0.48477465809948994
14,0.47236565306566747,0.0,0.0,0.0,0.0,0.0,0.5276343469343324
15,0.4695241603989486,0.0,0.0,0.0,0.0,0.0,0.5304758396010514
16,0.5156079054806895,0.0,0.0,0.0,0.0,0.0,0.4843920945193105
17,0.5477200628635583,0.0,0.0,0.0,0.0,0.0,0.4522799371364414
18,0.6123053140405699,0.0,0.0,0.0,0.0,0.013414819107134011,0.3742798668522961
19,0.5061327018563562,0.0,0.0,0.0,0.0,0.020071459784908416,0.47379583835873545
20,0.5035191611154307,0.0,0.0,0.0,0.0,0.060259566340448094,0.436221272544121
21,0.41529462272245016,0.0,0.0,0.0,0.0,0.2591455404139081,0.32555983686364187
22,0.4168860675465992,0.0,0.0,0.0,0.0,0.09086480643839216,0.4922491260150086
23,0.4470060221560186,0.0,0.0,0.0,0.0,0.11950783438659816,0.43348614345738323
24,0.4488516025776441,0.0,0.0,0.0,0.0,0.0,0.5511483974223558
25,0.4427987965597835,0.0,0.0,0.33415936571032,0.0,0.0,0.22304183772989636
26,0.1992831737468214,0.0,0.0,0.42539906667075056,0.0,0.14695899075768634,0.2283587688247417
27,0.17723112355394846,0.0,0.0,0.3071998069226839,0.0,0.29485388216369923,0.22071518735966836
28,0.16325092592856916,0.0,0.0,0.34700171883974873,0.0,0.48974735523168217,0.0
29,0.1352780312757531,0.0,0.0,0.20808215197366098,0.0,0.5290405208104301,0.12759929594015576
30,0.13232159217296421,0.0,0.0,0.17524367331106538,0.0,0.4439013287160287,0.2485334057999418
31,0.1114959248339281,0.11718741694132392,0.0,0.1315574052284689,0.0,0.6368439233142242,0.002915329682054885
32,0.0196225770518368,0.04603300512557395,0.0,0.14330404051604126,0.0,0.7602205367905754,0.030819840515972446
33,0.02767293521558315,0.0553062018219379,0.0,0.1396045013634023,0.0,0.6791727183784928,0.09824364322058392
34,0.029454352762982857,0.013241625239162984,0.0,0.23182469027598654,0.0,0.6196646739724208,0.10581465774944669
35,0.0,0.01434541307925743,0.0,0.2739952791404765,0.0,0.7116593077802662,0.0
36,0.0,0.0,0.0,0.20194451482172623,0.0,0.7980554851782738,0.0
37,0.0,0.0,0.0,0.22191801466449462,0.0,0.7780819853355054,0.0
38,0.0,0.03462244177453311,0.0,0.19363397986855893,0.0,0.771743578356908,0.0
39,0.0,0.013169005460099786,0.0,0.2617572963062118,0.0,0.7250736982336885,0.0
40,0.0,0.008193027806834684,0.0,0.2761708232239574,0.0,0.7156361489692079,0.0
41,0.0,0.0,0.0,0.2004673366760125,0.0,0.7995326633239874,0.0
42,0.0,0.0,0.0,0.0,0.22995641744857298,0.5239103158200936,0.24613326673133343
43,0.0,0.0,0.0,0.0,0.2008260925303877,0.7089301858121613,0.090243721657451
44,0.026095496987791456,0.0,0.0,0.0,0.1812433878874177,0.7926611151247909,0.0
45,0.025650275919078314,0.0,0.0,0.0,0.3250540071581471,0.6492957169227745,0.0
46,0.06347526302851296,0.0,0.0,0.0,0.3320552357849645,0.6044695011865227,0.0
47,0.004183573485865971,0.0,0.0,0.0,0.3303769949333079,0.6654394315808261,0.0
48,0.025388996969716075,0.0,0.0,0.0,0.4107765019858634,0.5638345010444206,0.0
49,0.0,0.0,0.0,0.0,0.7231876286089685,0.27681237139103154,0.0
50,0.0,0.0,0.0,0.0,0.600826814202969,0.3991731857970308,0.0
51,0.0,0.0,0.0,0.0,0.5923691862410855,0.4076308137589144,0.0
52,0.0,0.0,0.0,0.0,0.7440996546118791,0.2559003453881207,0.0
53,0.0,0.0,0.0,0.0,0.5785419772945125,0.42145802270548766,0.0
54,0.0,0.0,0.0,0.0,0.5955606481007327,0.40443935189926733,0.0
55,0.0,0.0,0.05452139981840241,0.0,0.5533567460800697,0.3921218541015279,0.0
56,0.03426989903858788,0.0,0.20234062056465288,0.0,0.5576686289843611,0.040916033193039436,0.16480481821935872
57,0.07721632227363717,0.0,0.25326941728130054,0.0,0.5181229723400929,0.0,0.15139128810496952
58,0.0804679584477682,0.0,0.3683588487389611,0.0,0.4997440740606974,0.0,0.05142911875257338
59,0.08976791938055875,0.0,0.37366829954605146,0.0,0.5365637810733896,0.0,0.0
60,0.10286958599609697,0.0,0.24821008000970743,0.0,0.6489203339941957,0.0,0.0
61,0.12656121051490465,0.0,0.24187803249967774,0.0,0.6315607569854176,0.0,0.0
