,UNH,CSCO,ORCL,FDX,V,PEP,INTC
0,0.4703032439571707,0.0,0.0,0.0,0.3577683577657558,0.0,0.17192839827707337
1,0.3871205746015216,0.0,0.0,0.0,0.45007313760924267,0.02299747676194751,0.13980881102728832
2,0.3996051833974003,0.0,0.0,0.0,0.42276493713989416,0.07635543203385017,0.10127444742885541
3,0.4002872514130346,0.0,0.0,0.0,0.4032658768444217,0.08890950289539576,0.10753736884714787
4,0.4537466233689874,0.0,0.0,0.0,0.41924409543641405,0.01773838095204206,0.1092709002425563
5,0.379709783725679,0.0,0.0,0.0,0.43413732704135954,0.10713924115769162,0.0790136480752698
6,0.3516344546170235,0.0,0.0,0.0,0.36053986476848776,0.1603081986477647,0.12751748196672408
7,0.3494508164027925,0.0,0.0,0.0,0.3449011098879521,0.16487608027637107,0.14077199343288463
8,0.3556291456598323,0.0,0.0,0.0,0.33343533889062243,0.16616884490898204,0.14476667054056333
9,0.3464994388164459,0.0,0.0,0.0,0.39314466609824805,0.12557577670774694,0.13478011837755932
10,0.3419737947634742,0.0,0.0,0.0,0.4974006522933139,0.05055141710151126,0.11007413584170063
11,0.37783654655569554,0.0,0.0,0.0,0.5568099226334927,0.0,0.0653535308108117
12,0.4312623369384847,0.0,0.0,0.0,0.5252425126499892,0.0,0.043495150411525935
13,0.43859278468765533,0.0,0.0,0.0,0.5614072153123445,0.0,0.0
14,0.4069228289625037,0.0,0.0,0.0,0.5930771710374962,0.0,0.0
15,0.3989253877775775,0.0,0.0,0.0,0.6010746122224225,0.0,0.0
16,0.41999449168724995,0.0,0.0,0.0,0.58000550831275,0.0,0.0
17,0.4144717781173241,0.0,0.0,0.0,0.5855282218826758,0.0,0.0
18,0.4446349837858287,0.0,0.0,0.0,0.5553650162141713,0.0,0.0
19,0.46284327980763273,0.0,0.0,0.0,0.5371567201923673,0.0,0.0
20,0.4602289144539599,0.0,0.0,0.0,0.53977108554604,0.0,0.0
21,0.4198266083065546,0.0,0.0,0.0,0.5801733916934454,0.0,0.0
22,0.5247221755326241,0.0,0.0,0.0,0.46458748399694416,0.0,0.010690340470431917
23,0.4686196400988319,0.0,0.0,0.0,0.5173110299998702,0.0,0.014069329901297806
24,0.46911160095665244,0.0,0.0,0.0,0.44327470291553694,0.0,0.08761369612781039
25,0.5064807418054538,0.0,0.0,0.0,0.4114773863803127,0.0,0.08204187181423339
26,0.5252745454498157,0.0,0.008246788218920558,0.0,0.3905146861236814,0.005667266724152901,0.07029671348342922
27,0.49234923194043634,0.0,0.020039653513041433,0.0,0.46761741962599873,0.0,0.019993694920523667
28,0.4962038141629094,0.0,0.06580884370288224,0.0,0.4379873421342084,0.0,0.0
29,0.5545341677846044,0.008123594339442437,0.10605915104872744,0.0,0.3181243703955899,0.013158716431636118,0.0
30,0.4774485817934984,0.0,0.1863986442079589,0.0,0.33615277399854265,0.0,0.0
31,0.4880923343752817,0.03293915743914692,0.17083333039606555,0.0,0.29298193436023584,0.0,0.015153243429269794
32,0.4839722684046638,0.0,0.14758109690392393,0.0,0.2392218556015308,0.05613793932616711,0.07308683976371444
33,0.5141600587535874,0.0,0.09017639583044278,0.0,0.2738512901710112,0.05858537843685867,0.06322687680810002
34,0.47418744041231053,0.0,0.054064346313755784,0.0,0.3477229743186785,0.06661378506031201,0.05741145389494296
35,0.5602131541203312,0.0,0.0020888205027411234,0.0,0.3619227168020917,0.03215972992497668,0.0436155786498593
36,0.5275870979284006,0.0,0.025944564694253696,0.0,0.4340277374742449,0.0,0.012440599903100836
37,0.5891603561093792,0.0,0.0,0.0,0.4108396438906207,0.0,0.0
38,0.6294694170577261,0.0,0.0,0.0,0.3647280594512837,0.0058025234909901665,0.0
39,0.6985560295876954,0.0,0.0,0.0,0.2972473603551182,0.0041966100571865115,0.0
40,0.6508116588305226,0.0,0.0034935892388394366,0.0,0.2987579638086418,0.046936788121996094,0.0
41,0.5407158845289,0.0,0.0,0.0,0.2920270045856149,0.16725711088548506,0.0
42,0.677827029143303,0.0,0.0,0.0,0.24831794528038528,0.0738550255763116,0.0
43,0.6478455326256416,0.0,0.0,0.0,0.20771557837629126,0.14443888899806712,0.0
44,0.6551437662307047,0.0,0.0,0.0,0.23499755938950329,0.10985867437979209,0.0
45,0.7046498546782025,0.0,0.0,0.0,0.2166336328468177,0.07871651247497985,0.0
46,0.6150003165425993,0.0,0.0,0.0,0.3849996834574007,0.0,0.0
47,0.6382667865454298,0.0,0.0,0.0,0.33936864644641335,0.022364567008157046,0.0
48,0.5026831472476111,0.0,0.0,0.0,0.35421049515828473,0.14310635759410426,0.0
49,0.4809470875261442,0.0,0.0,0.0,0.2991792491345743,0.21987366333928154,0.0
50,0.47724926675819035,0.0,0.15104660224596442,0.0,0.17650571163388729,0.19519841936195798,0.0
