,TMO,F,KO,ABBV,JNJ,C,BAC
0,0.6048742510835954,0.0,0.0,0.05564742518100933,0.28324923043063993,0.0,0.05622909330475529
1,0.6184120385589675,0.0,0.0,0.03157021271396402,0.26115822223089263,0.0,0.08885952649617587
2,0.6222862512719001,0.0,0.0,0.07298513563608647,0.2854120970813969,0.0,0.01931651601061649
3,0.6129141192546642,0.0,0.006868949580490887,0.02881894546828603,0.3012893277051484,0.0,0.05010865799141073
4,0.5695788715381266,0.0,0.25458825665858414,0.0,0.03166464454217842,0.0,0.1441682272611109
5,0.6307244382162798,0.0,0.31004173802702534,0.0,0.0,0.0,0.05923382375669514
6,0.564607446707432,0.0,0.25003519971209215,0.02197733499848611,0.0752445020581738,0.0,0.08813551652381596
7,0.4148186990569535,0.0,0.3741181823175569,0.07034204292607885,0.0783274024057914,0.0,0.06239367329361949
8,0.376557131277919,0.0,0.34112759755308947,0.09244725067928058,0.10551395369157593,0.0,0.08435406679813505
9,0.44597774086840136,0.0,0.3828821144103621,0.08559801099484782,0.005870450921749364,0.0,0.07967168280463942
10,0.4867871980122552,0.0,0.3618722987856879,0.02847485093984597,0.0,0.0,0.12286565226221094
11,0.5601011063892516,0.0,0.27213468095965,0.1066861467472872,0.0,0.0,0.06107806590381106
12,0.9548035093056547,0.0,0.0,0.04519649069434529,0.0,0.0,0.0
13,0.8121322332584402,0.0,0.0,0.08992361920695398,0.0979441475346058,0.0,0.0
14,0.8989111893426774,0.0,0.0,0.10108881065732253,0.0,0.0,0.0
15,0.9024932233876002,0.0,0.0,0.09750677661239977,0.0,0.0,0.0
16,0.9999871221593895,0.0,0.0,1.2877840610705405e-05,0.0,0.0,0.0
17,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.8966093719057773,0.0,0.0,0.10339062809422275,0.0,0.0,0.0
21,0.7693971625130686,0.0,0.10566837595156746,0.12493446153536401,0.0,0.0,0.0
22,0.9636989114005624,0.0,0.0,0.03630108859943772,0.0,0.0,0.0
23,0.8327063621183454,0.0,0.0,0.08574383982570431,0.03060990937873805,0.0,0.050939888677212275
24,0.7133887358320983,0.0,0.09712379875783303,0.06779804519559687,0.06884246491404525,0.0,0.05284695530042648
25,0.7250677511030165,0.0,0.10452273777577481,0.068849854391926,0.0349641004733426,0.0,0.06659555625593999
26,0.6310371103570953,0.0,0.11031200045072646,0.09799194699467338,0.10088085059364683,0.0,0.059778091603858344
27,0.6884803262586255,0.0,0.06360108007968643,0.14844982862689712,0.046035278875645375,0.0,0.05343348615914542
28,0.7065237289762505,0.0,0.0937144879062125,0.15051727092971637,0.02767071716124448,0.0,0.021573795026576158
29,0.6835233604772645,0.0,0.06782007576323955,0.167347979363454,0.04784990660507419,0.0,0.03345867779096797
30,0.7923595172754224,0.0,0.0,0.11335733698639056,0.0,0.0,0.09428314573818694
31,0.7433399791331208,0.0,0.0,0.10351442502205167,0.0,0.0,0.15314559584482756
32,0.7345531889416858,0.0,0.0,0.09473029224540527,0.0,0.0,0.17071651881290886
33,0.7236632996267415,0.0,0.0,0.1282391347888185,0.0,0.0,0.14809756558444012
34,0.6620263538194127,0.0,0.0,0.1439759225460796,0.0,0.0,0.1939977236345076
35,0.5953755909734006,0.0,0.04277133639368877,0.19419517772009953,0.0,0.0,0.167657894912811
36,0.6165633205442231,0.0,0.0,0.20238503365656865,0.0,0.0,0.1810516457992081
37,0.5666761248236274,0.0,0.1585453096374829,0.17673995785880872,0.0,0.0,0.09803860768008094
38,0.6060135846659506,0.0,0.14744256022873115,0.19364164842334924,0.0,0.0,0.05290220668196915
39,0.558084349509079,0.0,0.20188344518030865,0.24003220531061237,0.0,0.0,0.0
40,0.6065259427392208,0.0,0.1453995436349276,0.24807451362585145,0.0,0.0,0.0
41,0.6114679402278463,0.0,0.1844825051698218,0.20404955460233204,0.0,0.0,0.0
42,0.6836605924473041,0.0,0.06450909454082615,0.2518303130118696,0.0,0.0,0.0
43,0.6016813864736887,0.0,0.12204133058581092,0.2762772829405003,0.0,0.0,0.0
44,0.5882323573559834,0.0,0.13230494388698272,0.27946269875703383,0.0,0.0,0.0
45,0.6051413362637155,0.0,0.1331347883403588,0.26172387539592595,0.0,0.0,0.0
46,0.6557858803751885,0.0,0.09916376630159843,0.24505035332321315,0.0,0.0,0.0
47,0.654414659109031,0.0,0.038288852603198684,0.3072964882877704,0.0,0.0,0.0
48,0.6551834631910621,0.0,0.08088566388548668,0.26393087292345113,0.0,0.0,0.0
49,0.6221861931746883,0.0,0.11916817515904923,0.25864563166626253,0.0,0.0,0.0
50,0.6494591935775219,0.0,0.0957490423490896,0.2547917640733886,0.0,0.0,0.0
