,PG,NVDA,AA,ABBV,GLW,TMO,AMZN
0,0.3385940104220103,0.27480671518582533,0.0,0.0,0.0,0.21976270571376966,0.16683656867839464
1,0.3477206206552474,0.27774714453892135,0.0,0.0,0.0,0.1831159325668921,0.1914163022389392
2,0.3442301227421745,0.20016382692210144,0.0,0.0,0.0,0.20909568325460065,0.24651036708112342
3,0.3727980307419739,0.20547113583011137,0.0,0.0,0.0,0.2165667918342793,0.2051640415936354
4,0.42237816471457945,0.2310113073073864,0.0,0.0,0.0,0.1646921771326492,0.181918350845385
5,0.4059954963514683,0.24125093872630576,0.0,0.0,0.0,0.2263447843854668,0.12640878053675914
6,0.4832297629896533,0.24136359078007025,0.0,0.0,0.0,0.13306025809277536,0.14234638813750114
7,0.5596235567282822,0.2254288978524611,0.0,0.0028821388617206734,0.0,0.0,0.21206540655753608
8,0.5361538100503765,0.22148326041408692,0.0,0.029827622952450717,0.0,0.0,0.21253530658308578
9,0.5141174312007118,0.22458831706769206,0.0,0.014240732526820404,0.0,0.014980833257394516,0.2320726859473812
10,0.4917053781695899,0.1969102461233131,0.0,0.0,0.0,0.0,0.31138437570709704
11,0.4425183000706292,0.2688713870026377,0.0,0.0,0.0,0.0,0.2886103129267332
12,0.44185094389602425,0.2693763972623968,0.0,0.0,0.0,0.0,0.288772658841579
13,0.4421207194490119,0.27067044031111714,0.0,0.0,0.0,0.0,0.2872088402398711
14,0.4263836357968211,0.30373046261410724,0.0,0.0,0.0,0.0,0.2698859015890718
15,0.4113452151725489,0.29686284360205073,0.0,0.0,0.0,0.0,0.29179194122540036
16,0.38005453321091004,0.28818972359876294,0.0,0.0,0.0,0.0,0.3317557431903272
17,0.3732120589762539,0.3036961073406991,0.0,0.0,0.0,0.0,0.32309183368304717
18,0.36892988619023304,0.3162165061875408,0.0,0.0,0.0,0.0,0.3148536076222262
19,0.422231232009967,0.3157287415296626,0.0,0.0,0.0,0.046105896202988814,0.21593413025738162
20,0.44281147196679954,0.31271429174898824,0.0,0.0,0.0,0.01341263492312862,0.23106160136108345
21,0.4716941667707963,0.2953797369879533,0.0,0.00017008866943304623,0.0,0.0,0.2327560075718174
22,0.3605575060368866,0.3076858034010785,0.0,0.0,0.0,0.19481075820773872,0.13694593235429628
23,0.40900907031746403,0.3548705539897741,0.0,0.0,0.0,0.056322646034677626,0.17979772965808433
24,0.46235047111358635,0.34907918270161614,0.0,0.0,0.0,0.04449574450166186,0.1440746016831356
25,0.49096552631152907,0.3834681451391994,0.0,0.0,0.0,0.047265580416777,0.07830074813249453
26,0.5018421878185991,0.3286284950519827,0.0,0.02233890834665775,0.0,0.12217340014410258,0.025017008638657894
27,0.47515628028888746,0.3162455855109738,0.0,0.04650906457444734,0.0,0.14644369002279214,0.015645379602899287
28,0.47668249634162635,0.29287747113669516,0.0,0.052694843591168175,0.0,0.1777451889305104,0.0
29,0.4908194476904356,0.29033760507293166,0.0,0.06423353493462022,0.0,0.15460941230201253,0.0
30,0.44897143135576395,0.30017915545558316,0.0,0.024872109571040784,0.0,0.22597730361761198,0.0
31,0.385528009582662,0.3129925082000918,0.0,0.03451393254965564,0.0,0.26696554966759056,0.0
32,0.3875549220159176,0.31193589767049096,0.0,0.03205485483672229,0.0,0.26795090267229293,0.0005034228045759405
33,0.4212672086209891,0.26905491921716207,0.0,0.061104992754509015,0.0,0.24857287940733994,0.0
34,0.5010111863559649,0.2737368575911997,0.0,0.07547244015214419,0.0,0.1497795159006912,0.0
35,0.5037195136981745,0.2708155126710755,0.0,0.10835835856319205,0.0,0.11710661506755794,0.0
36,0.4412961392489145,0.27144160308075255,0.0,0.12141103557885434,0.0,0.16585122209147865,0.0
37,0.5220644100390446,0.20413265553804888,0.0,0.11275009776285234,0.0,0.16105283666005415,0.0
38,0.41545392981421386,0.19341808139154393,0.0,0.1286753339343783,0.0,0.2624526548598639,0.0
39,0.38493390613889533,0.15167284116878268,0.0,0.1796499069494477,0.0,0.28374334574287435,0.0
40,0.33064073791726817,0.1267634334556075,0.0,0.18851643386480052,0.0,0.3540793947623239,0.0
41,0.3682415906171225,0.07414853300232296,0.0,0.1724680943308213,0.0,0.3851417820497332,0.0
42,0.2702684632658004,0.018351553170049304,0.0,0.21584693230549493,0.0,0.4955330512586553,0.0
43,0.2999692509174703,0.03503955714612815,0.0,0.23807282604199176,0.0,0.4269183658944097,0.0
44,0.2976001040367293,0.06026263589936897,0.0,0.23809669956933416,0.0,0.4040405604945676,0.0
45,0.31151842611773894,0.01949596845402348,0.0,0.22708793014143017,0.0,0.44189767528680746,0.0
46,0.322571641794661,0.09478101711347159,0.0,0.19299513012149017,0.0,0.3896522109703772,0.0
47,0.3191580897972582,0.10403338816004072,0.0,0.2242687014569597,0.0,0.35253982058574135,0.0
48,0.36393402885182174,0.12276426620866879,0.0,0.1864758171408831,0.0,0.3268258877986263,0.0
49,0.39170636474327947,0.1135734042841577,0.0,0.18585074397614235,0.0,0.30886948699642064,0.0
50,0.42254647327611117,0.22946455778164382,0.0,0.15179254528346767,0.0,0.19619642365877737,0.0
