,MA,TSLA,JPM,UNH,GIS,ABBV,GOOGL
0,0.41519474057246036,0.03148408564545901,0.0,0.4823983757207,0.0,0.0,0.07092279806138065
1,0.485197829885943,0.017748466201292692,0.0,0.44019444852046363,0.0,0.0,0.05685925539230073
2,0.4799363797109438,0.0,0.0,0.47508109685553174,0.0,0.0,0.04498252343352442
3,0.4807906397180843,0.0,0.0,0.48701065163750296,0.0,0.0,0.032198708644412814
4,0.45851725080541306,0.0,0.0,0.5312390892522996,0.0,0.0,0.010243659942287297
5,0.5166933889871442,0.0,0.0,0.48330661101285594,0.0,0.0,0.0
6,0.48780257823421636,0.002889315253101844,0.02730452634857852,0.4555157134145125,0.0,0.0,0.026487866749590815
7,0.5315417975324355,0.0,0.03379702542382043,0.4346611770437441,0.0,0.0,0.0
8,0.5353570009468616,0.0,0.0342045085563688,0.43043849049676963,0.0,0.0,0.0
9,0.5803226696739598,0.0,0.01026008145047246,0.40941724887556774,0.0,0.0,0.0
10,0.5717458629143677,0.025137427357330162,0.017140173267029497,0.3859765364612725,0.0,0.0,0.0
11,0.5728745549348501,0.03975851217904997,0.0,0.3873669328860999,0.0,0.0,0.0
12,0.5095211580076806,0.0,0.0,0.49047884199231917,0.0,0.0,0.0
13,0.5071454656158683,0.0,0.0,0.4928545343841317,0.0,0.0,0.0
14,0.5338239087327143,0.0,0.0,0.46617609126728554,0.0,0.0,0.0
15,0.5366989936564978,0.027460253735696133,0.0,0.435840752607806,0.0,0.0,0.0
16,0.5263599155190286,0.04640636969205286,0.0,0.42723371478891836,0.0,0.0,0.0
17,0.5270225580329824,0.047696375877140755,0.0,0.42528106608987676,0.0,0.0,0.0
18,0.5163692991839631,0.047139288892455444,0.0,0.43649141192358143,0.0,0.0,0.0
19,0.3821230633260631,0.06286868261622093,0.0,0.44909734458770967,0.0,0.0,0.10591090947000645
20,0.3578992567834109,0.07723573568549622,0.0,0.44824671443933145,0.0,0.0,0.11661829309176142
21,0.41821960040448386,0.09640095379310624,0.0,0.40511445159337894,0.0,0.0,0.080264994209031
22,0.1978793911917525,0.11001332790457768,0.0,0.45588628707254175,0.0,0.0,0.23622099383112802
23,0.2583685066277842,0.07727723740746333,0.0,0.380191254794471,0.0,0.0,0.2841630011702815
24,0.22177520732954611,0.06399042542588691,0.0,0.4203306278756343,0.0,0.0,0.29390373936893277
25,0.24853010074464107,0.06839458509754885,0.0,0.45101442803024844,0.0,0.0,0.23206088612756154
26,0.21822932116809382,0.05602246026721676,0.0,0.4990909535440326,0.0,0.0,0.2266572650206567
27,0.2264302244031812,0.06117752869872255,0.0,0.4572145676512624,0.0,0.0,0.2551776792468339
28,0.2089329850667898,0.07948381054021852,0.0,0.4750757675439426,0.0,0.0,0.236507436849049
29,0.10951914036252315,0.07533526005512162,0.0,0.5200243315945169,0.0,0.0,0.29512126798783833
30,0.18491578295368868,0.09497343430543859,0.02798058357347661,0.4776686264993724,0.0,0.0,0.21446157266802374
31,0.20182574512772267,0.1229831343905667,0.09437184087743,0.4286798042535056,0.0,0.0,0.15213947535077507
32,0.16663960256219243,0.1377382355337405,0.10916523095426289,0.38392007751552476,0.0,0.0,0.20253685343427943
33,0.20992756942225013,0.11433595095184468,0.07383431370085577,0.417040095796836,0.0,0.0025766479496431207,0.18228542217857036
34,0.3027080571308642,0.09899481300287163,0.0,0.38209319032448147,0.0,0.003288078333013321,0.21291586120876949
35,0.2725189047627192,0.10792738327521507,0.0,0.3940975023959222,0.0,0.043298572102750184,0.18215763746339314
36,0.2859775063560174,0.1188640984655234,0.0,0.3158190127731891,0.0,0.06565040191666215,0.213688980488608
37,0.4071022871254105,0.11859482519738376,0.0,0.4537454437188763,0.0,0.020557443958329293,0.0
38,0.3711842891721441,0.11273986504521241,0.0,0.47847259212654103,0.0,0.037603253656102266,0.0
39,0.25111963218025685,0.11693284794230188,0.0,0.5438721114704752,0.0,0.08807540840696611,0.0
40,0.2256025326376472,0.13611126253747205,0.0,0.5144851948116282,0.0,0.12380101001325258,0.0
41,0.2273098492346523,0.15486318193248907,0.0,0.44349911500783507,0.06907046233776588,0.10525739148725766,0.0
42,0.1431722521144691,0.16196163112797674,0.0,0.4836056933274927,0.08037938337376223,0.13088104005629927,0.0
43,0.17651670566364946,0.11147697563981299,0.0,0.48891901847934155,0.08126204353477356,0.1418252566824225,0.0
44,0.18615623554243718,0.09167472420046018,0.0,0.38730561495250454,0.15890796216843672,0.17595546313616134,0.0
45,0.20555805081084183,0.037540798026324367,0.0,0.4375561156733736,0.15288193412296472,0.16646310136649553,0.0
46,0.27133446434209163,0.0695903123189322,0.0,0.3616672294098496,0.14960086507132034,0.1478071288578063,0.0
47,0.20483606225245202,0.08831395412904891,0.0,0.29786548333269575,0.21318791995447534,0.1957965803313279,0.0
48,0.22663416062475308,0.08387760059879884,0.0,0.21035984876911198,0.30494819490324787,0.17418019510408833,0.0
49,0.22417568606481433,0.07275009845419232,0.0,0.21456534717372985,0.32546258321711247,0.16304628509015098,0.0
50,0.18102838459294535,0.08502464155273978,0.0,0.21018493702667976,0.3418654060356792,0.10540184502409403,0.07649478576786199
