,AAPL,AMZN,GOOGL,MSFT,TSLA,NVDA,DE
0,0.08967992285719387,0.16679085463936302,0.0,0.26844594821238116,0.08795592235886412,0.19943178677966,0.1876955651525379
1,0.03220482724902339,0.14232787802343325,0.0,0.41273696111298847,0.053329677413962176,0.1967220322956658,0.162678623904927
2,0.0,0.26501544838953156,0.0,0.5376488164993403,0.0,0.17967458600592828,0.01766114910519994
3,0.0,0.1998513167715968,0.0,0.5542662349408475,0.0,0.17872948211674058,0.06715296617081509
4,0.0,0.13916651799504376,0.0,0.5719046480552034,0.0,0.21573977078420334,0.07318906316554963
5,0.0,0.10446422863804941,0.0,0.6140004960676186,0.0025126281195765633,0.24903520533311857,0.029987441841636875
6,0.0,0.0747724308204341,0.0,0.6481350501685861,0.0,0.24904789218513615,0.028044626825843796
7,0.08584013153355942,0.11694825910603084,0.0,0.5076448823447317,0.0,0.22498373774724112,0.06458298926843697
8,0.10221650319016062,0.1150258570001971,0.0,0.5406568759206072,0.0,0.1902543802718145,0.05184638361722076
9,0.123590819667175,0.16959139465260578,0.0,0.46409138201271993,0.0,0.21585373648839795,0.02687266717910136
10,0.042730742953144135,0.2508394531349701,0.0,0.4911485320434564,0.02536560697429708,0.18991566489413225,0.0
11,0.0,0.21968153275775495,0.0,0.4671128339718096,0.03940016272801241,0.27380547054242316,0.0
12,0.0,0.2572026685546069,0.0,0.4439852398273272,0.0,0.29881209161806577,0.0
13,0.0,0.3104706972648985,0.0,0.36448125536560433,0.0,0.32504804736949705,0.0
14,0.0,0.27652410568392544,0.0,0.361373780914713,0.0,0.36210211340136145,0.0
15,0.0,0.32472620651683537,0.0,0.2911266773646973,0.018349452746856346,0.3657976633716108,0.0
16,0.0,0.4047732503324329,0.0,0.20676465666899882,0.03355606352308081,0.35490602947548744,0.0
17,0.0,0.36925002284195996,0.0,0.2311204976630823,0.03532956648596941,0.36429991300898845,0.0
18,0.0,0.4012614335482821,0.0,0.15602303794345437,0.03165523410623541,0.411060294402028,0.0
19,0.0,0.1869182268029907,0.0,0.40950508519492135,0.026356155901355455,0.36663544559961075,0.01058508650112163
20,0.0,0.1716401898035875,0.0,0.39076902384755685,0.05292541764610786,0.3435163847196286,0.04114898398311916
21,0.0,0.10827866155641921,0.0,0.4777785408569919,0.06757443162344189,0.2922631536835516,0.05410521227959546
22,0.0,0.0705702147141204,0.0,0.49962094788529454,0.06953564345540453,0.2759126530997801,0.08436054084540044
23,0.0,0.007458904783177471,0.0,0.5601149443101501,0.03620387865698957,0.2572793105516356,0.1389429616980472
24,0.0,0.0,0.0,0.605399920074013,0.019169667715212085,0.24664099524756367,0.1287894169632112
25,0.0,0.0,0.0,0.5769367741041431,0.0232344155882526,0.27134225347157576,0.1284865568360286
26,0.0,0.0,0.0,0.6091787838383436,0.010089262190058963,0.20220871722008096,0.1785232367515164
27,0.0,0.0,0.0,0.5945330077304842,0.010851335706025736,0.1886978733459121,0.2059177832175779
28,0.0,0.0,0.0,0.63534833990518,0.005049135417487552,0.1537659710317202,0.20583655364561232
29,0.0,0.0,0.0,0.641358834198565,0.0011893346697305104,0.1492772611239126,0.20817457000779183
30,0.0,0.0,0.0,0.6136777041563589,0.02132059965534648,0.17500653607720107,0.1899951601110934
31,0.0,0.0,0.0,0.547452033157725,0.04933331633530251,0.23219460008494483,0.17102005042202761
32,0.0,0.0,0.0,0.6016887076877923,0.038491752195784476,0.22456499131092342,0.13525454880549995
33,0.0,0.0,0.0,0.643868239538556,0.021971458138937493,0.17774547690239156,0.15641482542011487
34,0.03466602630108462,0.0,0.0,0.6944287091181522,0.0,0.10154012147009496,0.1693651431106681
35,0.027103378908483924,0.0,0.0,0.6991838266166162,0.0,0.09599518985706669,0.1777176046178331
36,0.03369503558134308,0.0,0.0,0.6778696721119544,0.00820414288085467,0.08503954035420681,0.19519160907164113
37,0.08923633241510193,0.0,0.0,0.6761210609078989,0.0,0.0,0.23464260667699913
38,0.06805243908407618,0.0,0.0,0.7265435167579536,0.0009653518620880037,0.003961945531706382,0.20047674676417587
39,0.01660885052576484,0.0,0.0,0.8345101367298667,0.013081308252645358,0.0,0.13579970449172313
40,0.03846059653894734,0.0,0.0,0.7970771966170704,0.026822548230242372,0.0,0.1376396586137399
41,0.08618358742049685,0.0,0.0,0.7267882778721139,0.03371825460440794,0.0,0.15330988010298133
42,0.0582587219331341,0.0,0.0,0.7110832848903283,0.06786585682908056,0.0,0.16279213634745693
43,0.13936605144570374,0.0,0.0,0.6200512579021271,0.022813291029805827,0.0,0.21776939962236325
44,0.0,0.0,0.0,0.7575153874260165,0.01611707892306147,0.0,0.22636753365092196
45,0.0,0.0,0.0,0.7412928284165946,0.0,0.0,0.2587071715834054
46,0.008106816099618027,0.0,0.0,0.748459602192432,0.0,0.0,0.24343358170794993
47,0.0016084879262393266,0.0,0.0,0.7874749102920247,0.0,0.0,0.21091660178173594
48,0.03436526097432516,0.0,0.0,0.7903790353396557,0.0,0.0,0.17525570368601923
49,0.03641318177109043,0.0,0.0,0.8341694617035673,0.0,0.0,0.12941735652534228
50,0.0,0.0,0.0,0.8619165503110636,0.0,0.0,0.13808344968893632
