,ABBV,HD,ORCL,GM,JPM,AAPL,CSCO
0,0.0,0.46988746272901755,0.0,0.0,0.10605087253300656,0.3034167890157052,0.1206448757222708
1,0.0,0.4807163239190515,0.0,0.0,0.1269066322257349,0.2804803429130543,0.11189670094215944
2,0.0,0.5188144482515895,0.0,0.0,0.12221285433894474,0.13429689882803292,0.22467579858143288
3,0.0,0.5183578047021454,0.0,0.0,0.1103408199319389,0.1595311926420935,0.21177018272382217
4,0.0,0.4941606830507775,0.0,0.0,0.12443879785439398,0.13240977625808617,0.2489907428367424
5,0.0,0.6468683042052835,0.0,0.0,0.020611481130224565,0.12691703314828437,0.20560318151620738
6,0.0,0.6143538422455982,0.0,0.0,0.05738362216088435,0.15558882889793085,0.17267370669558668
7,0.0,0.5756272974580711,0.0,0.0,0.1263705637657404,0.25505394891934385,0.042948189856844836
8,0.013319736602810583,0.4749373460280156,0.0,0.0,0.20253352638012856,0.3092093909890454,0.0
9,0.014064794175278042,0.49515357397437915,0.0,0.0,0.16835853222871486,0.32242309962162796,0.0
10,0.0,0.5168845218549883,0.0,0.0,0.18802203198752399,0.29509344615748767,0.0
11,0.03697932424029075,0.600137509658835,0.0,0.0,0.1047590118246717,0.25812415427620244,0.0
12,0.02514269372111658,0.6270054605420514,0.0,0.0,0.0,0.34785184573683203,0.0
13,0.06069395294189594,0.6082524217768028,0.0,0.0,0.0,0.3310536252813012,0.0
14,0.07521089552547898,0.5912322121737944,0.0,0.0,0.0,0.33355689230072644,0.0
15,0.06271301656937375,0.565254464246644,0.0,0.0,0.0,0.372032519183982,0.0
16,0.03183622766986195,0.571669780001649,0.0,0.0,0.0,0.39649399232848886,0.0
17,0.0008266322746117384,0.6050146970957662,0.0,0.0,0.0,0.3941586706296221,0.0
18,0.0,0.5824274053991536,0.0,0.0,0.0,0.41757259460084634,0.0
19,0.0207247151656006,0.599248880680747,0.0,0.0,0.0,0.3800264041536523,0.0
20,0.09858815365984368,0.513290834766587,0.0,0.0,0.0,0.3881210115735693,0.0
21,0.11733124915593526,0.39516029183601614,0.0,0.0,0.04505552420306913,0.4424529348049794,0.0
22,0.023531535372437865,0.5371279658940395,0.0,0.0,0.030204240521584883,0.4091362582119376,0.0
23,0.01710211812827739,0.42642608920075425,0.0,0.0,0.20520298029134654,0.3512688123796219,0.0
24,0.0030214620787077334,0.5054813289002852,0.0,0.0,0.1562552062837498,0.33524200273725735,0.0
25,0.00011042574950464376,0.47797937654817957,0.0,0.0,0.144697069040859,0.3772131286614567,0.0
26,0.03967644076283124,0.3512700010731502,0.09503184536310928,0.0,0.18753310719713776,0.3264886056037716,0.0
27,0.11809884334129174,0.3003909081218871,0.07859997072366515,0.0,0.13733249792198382,0.36557777989117207,0.0
28,0.11512849007554304,0.2876241590431202,0.147270657116751,0.0,0.09314043343742345,0.3568362603271623,0.0
29,0.15496243022133235,0.19655768070980256,0.16240029375603324,0.0,0.09327725916098527,0.39280233615184657,0.0
30,0.05789299055591708,0.21078240913176896,0.20519722438482244,0.0,0.13842433007334745,0.3877030458541442,0.0
31,0.06780337711464093,0.22880271123624002,0.14918149150399912,0.0,0.1777992052043702,0.3764132149407497,0.0
32,0.06684869250607275,0.27720545986060385,0.05963421047621834,0.0,0.18574134121381738,0.4105702959432876,0.0
33,0.11221269537350609,0.2801473958246389,0.0,0.0,0.1763308380942369,0.4313090707076181,0.0
34,0.14414923158438672,0.1683412168573374,0.0,0.0,0.10031878175693953,0.5871907698013362,0.0
35,0.2284014921777691,0.07167041293809397,0.0,0.0,0.07724054106001453,0.6226875538241224,0.0
36,0.25304412045479985,0.03437732197109814,0.0,0.0,0.07304046352025893,0.6395380940538431,0.0
37,0.23998791107049816,0.11275365469833867,0.0,0.0,0.0,0.6472584342311632,0.0
38,0.24282418414583698,0.15041307487086644,0.0,0.0,0.026241422107327245,0.5805213188759694,0.0
39,0.31550686590185306,0.12739448074818885,0.0,0.0,0.0,0.5570986533499581,0.0
40,0.31593491980840455,0.16739403326069818,0.0,0.0,0.0,0.5166710469308973,0.0
41,0.2889599425656677,0.11772380899340382,0.0,0.0,0.0,0.5933162484409286,0.0
42,0.3199921449764271,0.12387077130950853,0.0,0.0,0.0,0.5561370837140645,0.0
43,0.34115410977475663,0.11931077525395546,0.0,0.0,0.0,0.5395351149712879,0.0
44,0.3684824804987159,0.17725620022809663,0.0,0.0,0.0,0.4542613192731873,0.0
45,0.3860730818304323,0.22496701513370254,0.0,0.0,0.0,0.3889599030358652,0.0
46,0.3527311616390359,0.17838173364767212,0.0,0.0,0.0,0.4688871047132919,0.0
47,0.3931160342070529,0.12377892428964594,0.0,0.0,0.0,0.48310504150330125,0.0
48,0.3548609699636144,0.08196354861432877,0.0,0.0,0.0,0.5631754814220568,0.0
49,0.3334401869357237,0.12940563170845598,0.0,0.0,0.0,0.5371541813558204,0.0
50,0.28996993641216195,0.10022338611847038,0.030588507485501258,0.0,0.0,0.5792181699838664,0.0
