,TMO,DE,CAT,GOOG,JNJ,CVX,GM
0,0.45115366632164383,0.24240252074013838,0.0,0.09389004819000524,0.21255376474821253,0.0,0.0
1,0.43282636659414797,0.2652737953259033,0.0,0.1244242543436793,0.17747558373626934,0.0,0.0
2,0.513053890254214,0.14740987512974052,0.0,0.11169279587120716,0.2278434387448383,0.0,0.0
3,0.5205900679291933,0.18455380002502192,0.0,0.06604803220395923,0.22880809984182554,0.0,0.0
4,0.4603920406519584,0.23621409788703346,0.0,0.1919179022676587,0.11147595919334953,0.0,0.0
5,0.5792634979012784,0.20686073329221927,0.0,0.14651593819283276,0.06735983061366964,0.0,0.0
6,0.48635633094279224,0.21289796390499152,0.0,0.16445516122027035,0.13629054393194595,0.0,0.0
7,0.429137741088269,0.23728253418029685,0.0,0.13409978830629585,0.19947993642513837,0.0,0.0
8,0.38623404006175477,0.21700830005037258,0.0,0.16125528021005178,0.23550237967782087,0.0,0.0
9,0.41885385554656723,0.1904709234101938,0.0,0.23061508631123506,0.16006013473200387,0.0,0.0
10,0.38512091446032454,0.11326833134158522,0.0,0.3615841037563356,0.14002665044175452,0.0,0.0
11,0.46603574879170295,0.18434845265693148,0.0,0.3496157985513655,0.0,0.0,0.0
12,0.7010310165262799,0.12915226196010993,0.0,0.1698167215136102,0.0,0.0,0.0
13,0.6138555568612245,0.15872873142628469,0.0,0.19440926871836642,0.03300644299412445,0.0,0.0
14,0.6204133847946949,0.175756412099301,0.0,0.20383020310600417,0.0,0.0,0.0
15,0.637815517279829,0.20580317200005913,0.0,0.15638131072011185,0.0,0.0,0.0
16,0.6835974155861271,0.16490668560409477,0.0,0.1514958988097783,0.0,0.0,0.0
17,0.5285181465081857,0.21482353127474402,0.0,0.25665832221707,0.0,0.0,0.0
18,0.6410160354498198,0.2232036660640992,0.0,0.13578029848608103,0.0,0.0,0.0
19,0.6288366062039054,0.22681855445100726,0.0,0.1443448393450873,0.0,0.0,0.0
20,0.5456047309406358,0.2644455450524023,0.0,0.18994972400696192,0.0,0.0,0.0
21,0.49057077638197033,0.29725561315739435,0.0,0.2121736104606353,0.0,0.0,0.0
22,0.5724651492543998,0.2538196221554147,0.0,0.17371522859018543,0.0,0.0,0.0
23,0.3868672350140137,0.3155598873739655,0.0,0.2975728776120207,0.0,0.0,0.0
24,0.3737514387203146,0.31388358281333334,0.0,0.31236497846635203,0.0,0.0,0.0
25,0.3567831260290466,0.3164118657003783,0.0,0.32680500827057507,0.0,0.0,0.0
26,0.4057329046859356,0.34360361247018145,0.0,0.2112779217466233,0.03938556109725975,0.0,0.0
27,0.44575280403909445,0.36605636251376156,0.0,0.1881908334471441,0.0,0.0,0.0
28,0.46054469322600916,0.3641139872551862,0.0,0.17534131951880463,0.0,0.0,0.0
29,0.4371061374535241,0.36805974082310944,0.0,0.1948341217233664,0.0,0.0,0.0
30,0.5185790419882367,0.3638387732174393,0.0,0.11758218479432407,0.0,0.0,0.0
31,0.5572508876036665,0.32274156938128956,0.0009572201032561621,0.11905032291178771,0.0,0.0,0.0
32,0.562246848286962,0.3031010791385524,0.0,0.13465207257448553,0.0,0.0,0.0
33,0.563902928656185,0.32011201713873083,0.0,0.11598505420508427,0.0,0.0,0.0
34,0.46871189790526585,0.3693792690683201,0.0,0.1619088330264141,0.0,0.0,0.0
35,0.42540645401888,0.3892429970748293,0.0,0.18535054890629066,0.0,0.0,0.0
36,0.41357120468680975,0.3792557126303489,0.0,0.20717308268284143,0.0,0.0,0.0
37,0.5098693354743222,0.4901306645256777,0.0,0.0,0.0,0.0,0.0
38,0.5759883173284744,0.4240116826715256,0.0,0.0,0.0,0.0,0.0
39,0.5944954448901891,0.3540521381722513,0.0,0.05145241693755947,0.0,0.0,0.0
40,0.6694135069640922,0.3273822407089262,0.0,0.0032042523269818577,0.0,0.0,0.0
41,0.6636003227258676,0.33639967727413234,0.0,0.0,0.0,0.0,0.0
42,0.6806226341891813,0.31937736581081877,0.0,0.0,0.0,0.0,0.0
43,0.6296995378753252,0.37030046212467493,0.0,0.0,0.0,0.0,0.0
44,0.6219633020962859,0.37803669790371397,0.0,0.0,0.0,0.0,0.0
45,0.6352526197955718,0.3647473802044282,0.0,0.0,0.0,0.0,0.0
46,0.6386040865961439,0.3613959134038563,0.0,0.0,0.0,0.0,0.0
47,0.628484258114249,0.37151574188575087,0.0,0.0,0.0,0.0,0.0
48,0.6566013239749685,0.3433986760250316,0.0,0.0,0.0,0.0,0.0
49,0.6934577145981565,0.30654228540184336,0.0,0.0,0.0,0.0,0.0
50,0.4965839912191171,0.3264619683580026,0.0,0.17695404042288027,0.0,0.0,0.0
