,NVDA,JNJ,CMCSA,AAPL,PFE,MA,DE
0,0.21395991194676717,0.2227212538165225,0.0,0.0,0.0979868252350922,0.42724175710690343,0.03809025189471479
1,0.21353239555009,0.2163892137290392,0.0,0.0,0.048888768936908494,0.47295937885612954,0.04823024292783288
2,0.13823534969534768,0.17474296858763785,0.0,0.0,0.13025818723350288,0.5567634944835117,0.0
3,0.1524544983963861,0.18721019974770073,0.0,0.0,0.14150032447227506,0.518834977383638,0.0
4,0.19159141497957866,0.14826785401447073,0.0,0.0,0.04332992992656581,0.6168108010793849,0.0
5,0.19663190754962567,0.15006292148257697,0.002595163746536474,0.0,0.0,0.6507100072212608,0.0
6,0.2270482140726652,0.20839922888051657,0.002368444411292798,0.0,0.0,0.5621841126355255,0.0
7,0.1862800260799792,0.22593400636684416,0.0,0.0,0.0,0.5877859675531767,0.0
8,0.16878232537263427,0.22540638409359204,0.0,0.0,0.0,0.6058112905337737,0.0
9,0.1793232462985986,0.16731398418379237,0.0,0.0,0.0,0.653362769517609,0.0
10,0.16034270738459921,0.13755178095171935,0.0,0.0,0.0,0.7021055116636814,0.0
11,0.27541529083104593,0.00879879669145295,0.0,0.0,0.0,0.7157859124775011,0.0
12,0.39966583181181303,0.0,0.0,0.0,0.01202771822518789,0.5883064499629991,0.0
13,0.38588667509725727,0.024904412201130596,0.0,0.0,0.07380533264595329,0.5154035800556588,0.0
14,0.39138663072986124,0.0,0.0,0.0,0.06101224724235253,0.5476011220277863,0.0
15,0.4332515554791858,0.0,0.0,0.0,0.0,0.5667484445208143,0.0
16,0.462597414264498,0.0,0.0,0.0,0.022279710304178812,0.5151228754313233,0.0
17,0.4839445732921087,0.0,0.0,0.0,0.013477500184394893,0.5025779265234963,0.0
18,0.541913143813526,0.0,0.0,0.0,0.0,0.4580868561864741,0.0
19,0.6273230245701075,0.0,0.0,0.0,0.0,0.31236373132221734,0.06031324410767518
20,0.5689627234306095,0.0,0.0,0.0,0.0,0.3403385216390002,0.09069875493039041
21,0.4918865980923978,0.036225214114707575,0.0,0.0,0.0,0.38022475029084185,0.09166343750205264
22,0.49056164665785723,0.1812816345154202,0.0,0.0,0.0,0.17337274892399812,0.15478396990272444
23,0.4863095073155039,0.11264019483891596,0.0,0.0,0.0,0.2039909894509119,0.1970593083946682
24,0.47743841221123706,0.19445594389462953,0.0,0.0,0.0,0.1413406216767462,0.18676502221738722
25,0.5172793664734451,0.14944570403625645,0.0,0.0,0.0,0.13833314427544444,0.19494178521485409
26,0.4406679969825821,0.2353166909570553,0.0,0.0,0.0,0.09015366185349814,0.2338616502068644
27,0.4322874264219965,0.20279898101839294,0.0,0.0,0.0,0.09587925454851845,0.2690343380110922
28,0.3959280952940081,0.21305602139786992,0.0,0.0,0.0,0.12033147573983016,0.27068440756829193
29,0.4004174517993168,0.20453986130960833,0.0,0.027294748605928374,0.023295070431455324,0.053154026751081024,0.2912988411026102
30,0.4057732234554623,0.0661252795477906,0.0,0.10026384115058926,0.021160505567072115,0.11269770370421582,0.2939794465748697
31,0.44919058019496433,0.0,0.0,0.08599793828934287,0.1034406976884082,0.14832803919998158,0.21304274462730302
32,0.44972622687213437,0.0,0.0,0.09061984834310408,0.12651194651737485,0.14832112287662466,0.18482085539076204
33,0.35594030710517177,0.0,0.0,0.10008542610708349,0.17054474516832868,0.18990994707459516,0.18351957454482104
34,0.2831262178600673,0.0,0.0,0.25748068484740033,0.02391695805866401,0.18735244264131656,0.24812369659255193
35,0.2789707022695069,0.0,0.0,0.2712943091892494,0.0,0.1730971377891534,0.2766378507520904
36,0.2538533708088242,0.0,0.0,0.2664272666815623,0.0,0.1919669395395839,0.2877524229700295
37,0.12409967939461487,0.0,0.0,0.3018245064264329,0.0,0.24192697346364864,0.3321488407153038
38,0.15305711562206903,0.0,0.0,0.2667403032814057,0.0162958645434509,0.2875015450339202,0.2764051715191541
39,0.11818598188367614,0.0,0.0,0.33908733960568627,0.0805002606106922,0.2170945691645738,0.24513184873537147
40,0.11043004958878795,0.0,0.0,0.368499522448342,0.10282791255008424,0.17865502817592158,0.2395874872368644
41,0.0,0.0,0.0,0.5322387629206351,0.029503633088193766,0.12244280974382345,0.3158147942473477
42,0.0,0.0,0.0,0.5521385944781063,0.03583496225254101,0.06509763303574385,0.3469288102336089
43,0.0,0.0,0.0,0.5059305135663565,0.06392200232792412,0.08597984561977597,0.34416763848594334
44,0.01985567853594043,0.0,0.0,0.3636773111990524,0.0789690787433968,0.1551903588358929,0.38230757268571736
45,0.0,0.0,0.0,0.2572481248097437,0.13434227490897532,0.1943699848524806,0.41403961542880036
46,0.09014150809912992,0.0,0.0,0.2757079562910947,0.03824203860878202,0.22205128203649294,0.3738572149645005
47,0.09372000421073631,0.0,0.0,0.3298191789006719,0.014686651199830435,0.18088134038898035,0.380892825299781
48,0.1012048184882119,0.0,0.0,0.42252677451384546,0.0,0.15395044732152435,0.32231795967641824
49,0.07380479635015953,0.0,0.0,0.4796701101108451,0.0,0.2003448541599897,0.24618023937900566
50,0.20638961930121041,0.0,0.0,0.37160493261036087,0.0,0.15465897165692755,0.26734647643150106
