,GOOG,CVX,F,BAC,PEP,AA,META
0,0.1069198319757209,0.0,0.0,0.09891007586954277,0.4421584578218335,0.0,0.35201163433290283
1,0.00042715550912757037,0.0,0.0,0.11960774195751338,0.4597513298971971,0.0,0.420213772636162
2,0.021006164548948856,0.0,0.0,0.07877667309919456,0.5336081986919861,0.0,0.3666089636598706
3,0.0,0.0,0.0,0.10238927467815306,0.5492367948827662,0.0,0.3483739304390806
4,0.008231292282917064,0.0,0.0,0.1283801772010432,0.49511329740555754,0.0,0.3682752331104823
5,0.0,0.0,0.0,0.03972005906084372,0.5651424224248054,0.0,0.3951375185143509
6,0.0,0.0,0.0,0.0817106189387738,0.5920027855511036,0.0,0.32628659551012257
7,0.0,0.0,0.0,0.08598858035775103,0.6140806323552622,0.0,0.29993078728698663
8,0.0,0.0,0.0,0.1126302186587355,0.6078377456889147,0.0,0.27953203565234985
9,0.06767758313250587,0.0,0.0,0.08348014827487397,0.5155804418385338,0.0,0.33326182675408633
10,0.16643471169473412,0.0,0.0,0.09083717426340114,0.46264289916182993,0.0,0.2800852148800348
11,0.17974661820374976,0.0,0.0,0.050494483566289904,0.42725667280384205,0.0,0.34250222542611836
12,0.1870460607511614,0.0,0.0,0.0,0.420562119032639,0.0,0.3923918202161995
13,0.23245138537375604,0.0,0.0,0.0,0.434310295138974,0.0,0.33323831948726995
14,0.3178657160668391,0.0,0.0,0.0,0.3142612274603056,0.0,0.3678730564728553
15,0.3180018209331706,0.0,0.0,0.0,0.33480761460846636,0.0,0.3471905644583631
16,0.33919190864798543,0.0,0.0,0.0,0.24072648223967286,0.0,0.42008160911234177
17,0.47637427089553674,0.0,0.0,0.0,0.1068403930354628,0.0,0.4167853360690004
18,0.3532725059916126,0.0,0.0,0.0,0.3104727307595402,0.0,0.3362547632488472
19,0.4661336236779098,0.0,0.0,0.0,0.20494775322287415,0.0,0.32891862309921616
20,0.48242429224566463,0.0,0.0,0.0,0.2053411809536264,0.0,0.31223452680070907
21,0.45960717907046605,0.0,0.0,0.0,0.31230630935729203,0.0,0.22808651157224197
22,0.6596846411629866,0.0,0.0,0.0,0.13339249658246616,0.0,0.20692286225454717
23,0.8358374110813441,0.0,0.0,0.0,0.0,0.0,0.16416258891865576
24,0.7174025968383588,0.0,0.0,0.0,0.1560218322419288,0.0,0.1265755709197125
25,0.722495226047018,0.0,0.0,0.0,0.14872450610167334,0.0,0.12878026785130872
26,0.630279586689313,0.0,0.0,0.0,0.22121848866752689,0.0,0.14850192464316006
27,0.6689206290510108,0.0,0.0,0.0,0.17323923115917383,0.0,0.1578401397898154
28,0.6636276455612696,0.0,0.0,0.0,0.20538013430796442,0.0,0.13099222013076597
29,0.6491201895577466,0.0,0.0,0.0,0.2138247730460479,0.0,0.13705503739620536
30,0.6236950754336031,0.0,0.0,0.04319253377208694,0.226932329468131,0.0,0.10618006132617884
31,0.6154975945994774,0.0,0.0,0.1490424708753021,0.23545993452522054,0.0,0.0
32,0.6097116118357759,0.0,0.0,0.1698996412714575,0.2203887468927666,0.0,0.0
33,0.5671019761761031,0.0,0.0,0.14820829211621897,0.2846897317076779,0.0,0.0
34,0.59671729293209,0.0,0.0,0.12649769426006618,0.2767850128078438,0.0,0.0
35,0.6232929321556413,0.0,0.0,0.12588842858073818,0.25081863926362047,0.0,0.0
36,0.7289533622863079,0.0,0.0,0.12739364259926006,0.14365299511443216,0.0,0.0
37,0.4943268958506257,0.0,0.0,0.11588154204725067,0.3897915621021237,0.0,0.0
38,0.5147273652292378,0.05856281109629255,0.0,0.053565039679451316,0.3731447839950183,0.0,0.0
39,0.5759809593712972,0.0,0.0,0.008274015923502827,0.41574502470520003,0.0,0.0
40,0.5463365533531169,0.0,0.0,0.0,0.45366344664688313,0.0,0.0
41,0.45858305776245484,0.0,0.0,0.0,0.5414169422375452,0.0,0.0
42,0.4526739165571443,0.0,0.0,0.0,0.5473260834428557,0.0,0.0
43,0.3394149294846187,0.0,0.0,0.0,0.6605850705153813,0.0,0.0
44,0.3859711589310858,0.0,0.0,0.0,0.6140288410689142,0.0,0.0
45,0.2845807918472239,0.0628141109111439,0.0,0.0,0.6526050972416322,0.0,0.0
46,0.3703925249429266,0.07016755233158363,0.0,0.0,0.5594399227254898,0.0,0.0
47,0.2555218155896393,0.07658948531249056,0.0,0.0,0.6678886990978702,0.0,0.0
48,0.3580384373222843,0.01441079172254377,0.0,0.0,0.627550770955172,0.0,0.0
49,0.340293222179594,0.0,0.0,0.0,0.6597067778204059,0.0,0.0
50,0.43458205563024505,0.0,0.0,0.0,0.5654179443697549,0.0,0.0
