,NVDA,DIS,GOOGL,KO,TMO,MA,V
0,0.36604277547897174,0.0,0.014482521827959845,0.0,0.4364207312360106,0.10077802839041401,0.08227594306664383
1,0.38206154007291304,0.0,0.025021350645041098,0.0,0.4034292270634203,0.0,0.18948788221862556
2,0.39864747876803036,0.0,0.03910829740785937,0.0,0.407144095393025,0.0,0.15510012843108506
3,0.3615389722793359,0.0,0.023932297550164194,0.0,0.4230205287882547,0.0,0.19150820138224522
4,0.37018228877613096,0.0,0.0,0.0,0.321136827039054,0.03591099945100086,0.27276988473381414
5,0.4038407208806954,0.0,0.0,0.015991200785348516,0.28859869000484895,0.0,0.29156938832910717
6,0.42505423492318206,0.0,0.0,0.01675603825978846,0.28627628700191443,0.0,0.2719134398151149
7,0.3330103101896415,0.0,0.0,0.1715555410605447,0.25416191147155515,0.24127223727825867,0.0
8,0.3277312609075978,0.0,0.0,0.15718654427227824,0.26796693288086404,0.24711526193926012,0.0
9,0.30484523336254876,0.0,0.0,0.16693774289286825,0.29385912654801083,0.10282703617526838,0.13153086102130385
10,0.2908205595925153,0.0,0.0,0.058135382084958054,0.3336599714122211,0.034933481016372135,0.28245060589393345
11,0.3021739186940045,0.0,0.0,0.06927880384757348,0.3250058414631702,0.023704270286548323,0.2798371657087035
12,0.3130004755972029,0.0,0.0,0.0,0.36903115256492136,0.05069523460781019,0.26727313723006557
13,0.3274386389168396,0.0,0.0,0.025334705291003234,0.2939466625323919,0.0,0.3532799932597652
14,0.31907403448745364,0.0,0.0,0.0,0.32250342574598434,0.0,0.358422539766562
15,0.30934033769725766,0.0,0.0,0.0,0.34713866971073826,0.1704936009554674,0.17302739163653663
16,0.3308259539559062,0.0,0.0,0.013905939338433256,0.3806538579337672,0.12741204446352125,0.1472022043083719
17,0.41297055211851047,0.0,0.0,0.005289073662202631,0.33058542238824373,0.1936399351618057,0.05751501666923749
18,0.4063815371801148,0.0,0.0,0.12150818111692172,0.3136888338848888,0.15842144781807477,0.0
19,0.39958763237430045,0.0,0.0,0.17014046828779958,0.2396973748468656,0.19057452449103432,0.0
20,0.4591269269013977,0.0,0.0,0.1694475341045912,0.2053223397587736,0.16610319923523725,0.0
