,JPM,MRK,AAPL,F,AVGO,META,C
0,0.13136610467771936,0.25080017232049046,0.06712459181873862,0.0,0.381489039132687,0.16922009205036434,0.0
1,0.14592007945938512,0.23278886154031306,0.06516213072964232,0.0,0.3691025677921986,0.1870263604784609,0.0
2,0.16351102591423505,0.30013424747230755,0.01891407596282898,0.0,0.3236413325497068,0.19379931810092157,0.0
3,0.1638249521177432,0.3021198845934849,0.029714925503885114,0.0,0.32252868762047376,0.181811550164413,0.0
4,0.17809680181860255,0.3175117759992937,0.021162254814692305,0.0,0.29911341308098266,0.18411575428642857,0.0
5,0.12859591813395677,0.3323704714346307,0.00674964074453715,0.0,0.3284717411638621,0.20381222852301342,0.0
6,0.17004558863624472,0.308664321926538,0.05010083856225789,0.0,0.29803450020700534,0.17315475066795408,0.0
7,0.19915765281508263,0.27705358211983067,0.10919274736675885,0.0,0.28321998381185365,0.13137603388647429,0.0
8,0.21081759495334496,0.2633133035780251,0.11944888165546481,0.0,0.27927583923030413,0.1271443805828608,0.0
9,0.18177488263737002,0.27711009413150234,0.12162946656396002,0.0,0.24151723583127177,0.1779683208358958,0.0
10,0.21328045423894249,0.21992076034216976,0.12783266119910983,0.0,0.2548372412786643,0.1841288829411137,0.0
11,0.1981818116038455,0.16252558305694123,0.11634427605655914,0.0,0.2804267495336933,0.24252157974896102,0.0
12,0.0,0.2695310851367654,0.19552604704326929,0.0,0.32661278818708656,0.2083300796328789,0.0
13,0.0,0.2801004142889989,0.18468490225918605,0.0,0.36551468229392536,0.16970000115788977,0.0
14,0.0,0.2648671634548124,0.1975041427852068,0.0,0.33317330785987676,0.20445538590010406,0.0
15,0.0,0.23406384507349137,0.291923676983061,0.0,0.32322149816078566,0.15079097978266198,0.0
16,0.0,0.2548889316370931,0.25145228692719457,0.0,0.28552815537342285,0.2081306260622897,0.0
17,0.0,0.24718171327651825,0.2516374382297919,0.0,0.27404981428641745,0.2271310342072724,0.0
18,0.0,0.2909904354632467,0.2584907090812408,0.0,0.2960179882197217,0.15450086723579096,0.0
19,0.05453896403892949,0.14872149935672146,0.22663665166823793,0.0,0.3249313903370791,0.24517149459903212,0.0
20,0.07404511270746347,0.18711316989156812,0.21456235046820643,0.0,0.2835164783423718,0.24076288859039016,0.0
21,0.10233690006409725,0.18457314894174334,0.2731316060930671,0.0,0.29178203301059497,0.14817631189049765,0.0
22,0.08516174712299518,0.08035782468919793,0.2705352291709624,0.0,0.42120958221983557,0.14273561679700894,0.0
23,0.2159469431170133,0.0,0.21850623859891954,0.0,0.3986856475445499,0.16686117073951734,0.0
24,0.13846597287262857,0.13218757362682718,0.1732462311290838,0.0,0.42739819994857753,0.12870202242288298,0.0
25,0.13754437723229343,0.05158593891714063,0.24940758406869495,0.0,0.4706083286386785,0.09085377114319251,0.0
26,0.1796056189350283,0.14192179625824627,0.19894888607575922,0.0,0.3826533416110965,0.09687035711986973,0.0
27,0.14177687618540777,0.2552018946075171,0.20303819108659305,0.0,0.32067519102194925,0.07930784709853281,0.0
28,0.12400716568805327,0.20856116234596034,0.2334494052579522,0.0,0.3874376849254631,0.04654458178257128,0.0
29,0.1273736411320258,0.2222627700989206,0.25037646874090835,0.0,0.33913562888152277,0.06085149114662267,0.0
30,0.19336505530420847,0.21568841928368457,0.34496653955955764,0.0,0.24597998585254935,0.0,0.0
31,0.21173377735750187,0.24102895590341442,0.30310181239321315,0.0,0.2441354543458706,0.0,0.0
32,0.2242345365018547,0.13608278780677172,0.37184031628687114,0.0,0.26784235940450246,0.0,0.0
33,0.20839563879226894,0.13295914764360017,0.3569652298816962,0.0,0.3016799836824346,0.0,0.0
34,0.12081934200201158,0.16817102380969137,0.48068904861743345,0.0,0.23032058557086366,0.0,0.0
35,0.10655188953133628,0.12564174987474552,0.4860415619505793,0.0,0.2817647986433388,0.0,0.0
36,0.10519662111477586,0.1266460483401761,0.4983938942552778,0.0,0.26976343628977023,0.0,0.0
37,0.03038019924856096,0.2506472577365144,0.4786108035490158,0.0,0.2403617394659089,0.0,0.0
38,0.07705198190638139,0.24319246163988403,0.4409815401324806,0.0,0.23877401632125406,0.0,0.0
39,0.011913767104045181,0.3022350541498754,0.48368497882645933,0.0,0.20216619991962037,0.0,0.0
40,0.0,0.32096304292096783,0.4756302154500014,0.0,0.20340674162903075,0.0,0.0
41,0.0,0.2713806446703331,0.5597782005591898,0.0,0.16884115477047715,0.0,0.0
42,0.0,0.35745012428342726,0.5198708949926789,0.0,0.1226789807238939,0.0,0.0
43,0.0,0.37612856227202895,0.5578527934340426,0.0,0.06601864429392842,0.0,0.0
44,0.0,0.39429723860192983,0.42852214282622814,0.0,0.17718061857184197,0.0,0.0
45,0.0,0.4481852275790818,0.316189644075286,0.0,0.23562512834563226,0.0,0.0
46,0.0,0.42548448584727916,0.3513230849312897,0.0,0.22319242922143132,0.0,0.0
47,0.0,0.4142248370210786,0.3713900847437543,0.0,0.2143850782351672,0.0,0.0
48,0.0,0.3911794113811691,0.4009131792084383,0.0,0.20790740941039265,0.0,0.0
49,0.0,0.43740700734763427,0.40639950464011626,0.0,0.15619348801224942,0.0,0.0
50,0.0,0.40422560950440667,0.32862745388441117,0.0,0.26714693661118205,0.0,0.0
