,NVDA,CAT,MA,GIS,HD,MRK,TSLA
0,0.20119939249596622,0.0,0.41803556036779144,0.0,0.0958232954984014,0.25015477288387356,0.034786978753967364
1,0.19950972399925693,0.0,0.43951559971369664,0.0,0.13310354089773202,0.21637217447764293,0.01149896091167152
2,0.12150517657932404,0.0,0.5051280295454886,0.0,0.12608819475886557,0.24727859911632177,0.0
3,0.1329438149087339,0.0,0.4573496034244177,0.0,0.15532165561086334,0.25438492605598517,0.0
4,0.1444374786758739,0.0,0.41617335033255215,0.0,0.1614744285743005,0.2779147424172735,0.0
5,0.1390717897273476,0.0,0.4021580149222502,0.0,0.19535466604525362,0.2634155293051487,0.0
6,0.16611002987416715,0.0,0.3142922759645877,0.0,0.26317173934409555,0.25642595481714964,0.0
7,0.15608943506551515,0.0,0.3904524712190065,0.0,0.2783987634893978,0.17505933022608056,0.0
8,0.15689646141799127,0.0,0.4772687958499992,0.0,0.19730794909538388,0.16852679363662557,0.0
9,0.15326469025131523,0.0,0.4864990774864814,0.0,0.1834014619934715,0.17683477026873196,0.0
10,0.13478002686938884,0.0,0.5440602979024399,0.0,0.18620529585148027,0.10814505379043408,0.026809325586256885
11,0.21464361193237352,0.0,0.48724753880469246,0.0,0.21479193717882442,0.045165813798866104,0.038151098285243476
12,0.33275808961539377,0.0,0.417423134585633,0.0,0.10404631283596552,0.14577246296300767,0.0
13,0.3392273407497051,0.0,0.38908999960299245,0.0,0.11508129571663027,0.15486765518839352,0.0017337087422786331
14,0.35377985206142276,0.0,0.46046002184278334,0.0,0.04682295143068819,0.1389371746651055,0.0
15,0.3766607249101611,0.0,0.4220127343570282,0.0,0.04908094128954467,0.11487118021528558,0.037374419227980425
16,0.39081349445500396,0.0,0.3345206778568376,0.0,0.06574790184242044,0.15162096454276272,0.057296961302975485
17,0.41570377173419043,0.0,0.3103686201765804,0.0,0.09960467516661267,0.13029404908826683,0.04402888383434968
18,0.4585762404227202,0.0,0.2931322068977035,0.0,0.0034225835181013755,0.20038757126965345,0.04448139789182136
19,0.608916081563295,0.0,0.18302668298488983,0.0,0.10949818608337546,0.024194014158995455,0.07436503520944425
20,0.5794023850767775,0.0,0.2207155474208736,0.0,0.02629777488286921,0.06992893121219933,0.10365536140728009
21,0.5285502088553876,0.0,0.28082214940836286,0.0,0.0,0.06584340141248787,0.12478424032376163
22,0.5997413967066975,0.0,0.09484711974306419,0.0,0.12676696876876076,0.020169520515708545,0.15847499426576891
23,0.6061126826379452,0.022666066472755927,0.25687082988201165,0.0,0.0,0.0,0.11435042100728725
24,0.5409987091898988,0.026768452072179268,0.12026834944679562,0.0,0.16828619490199126,0.06558123647310525,0.07809705791602982
25,0.5840317220778121,0.07643910433460406,0.11366088869887153,0.0,0.13425722008992594,0.0,0.0916110647987865
26,0.5330636522926118,0.11075617923253436,0.08432869303269205,0.0,0.09788224055166828,0.09334727719198267,0.08062195769851091
27,0.4704221645552314,0.15165904445003853,0.06691440826053355,0.0,0.0481283344948944,0.18565437263780138,0.07722167560150078
28,0.47234868663573976,0.10958302231860129,0.11463889471365458,0.0,0.07518095329792816,0.13268967980445365,0.0955587632296225
29,0.4954244275010698,0.13480781365962385,0.06246282255079642,0.0,0.029908806782694843,0.1755582867348009,0.10183784277101426
30,0.46645548879195364,0.1167220839220214,0.09065925902070175,0.0,0.06750305392083326,0.15163437428858564,0.10702574005590419
31,0.44923102562023665,0.1583513613574983,0.11990997797728721,0.0,0.0181316206236216,0.12393965413955835,0.1304363602817979
32,0.5076098068439281,0.08798318082485562,0.11035119509158378,0.0,0.09528728136826208,0.06446573901119039,0.13430279686018023
33,0.4232335655803577,0.09484835310765777,0.21562570697462838,0.0,0.10150654322488747,0.06292233817883658,0.10186349293363203
34,0.3833418988031496,0.08468775436484378,0.3177211681121633,0.0,0.0,0.12933003224549147,0.08491914647435177
35,0.39492236088503435,0.10124299660592424,0.3274277478054979,0.0,0.0,0.07019324785789588,0.1062136468456477
36,0.3752615640328291,0.10697690865251244,0.3566268338385696,0.0,0.0,0.042000600511858895,0.11913409296423008
37,0.24631893660247112,0.09668521923068293,0.39965687590818216,0.0,0.0,0.16281194968112123,0.0945270185775425
38,0.23538410660983122,0.13065853801814603,0.3899630818906321,0.0,0.0,0.14680489524226314,0.09718937823912738
39,0.23047446973280883,0.021226887797076557,0.34003623374891856,0.0863617375559075,0.0,0.19848827578277262,0.12341239538251576
40,0.20588715038173716,0.07789702915110988,0.27304696328187394,0.10399996270795331,0.0,0.20237030723543933,0.1367985872418864
41,0.12555537765185815,0.05463702785045164,0.32394230806184354,0.2247465946156926,0.0,0.0860570147608145,0.1850616770593395
42,0.06564705015249213,0.06244657560516379,0.2575919075298406,0.22946147816935974,0.002369612623737756,0.17281695718021273,0.20966641873919323
43,0.07474224138984326,0.0975148576033638,0.2604142564104312,0.2155433584460374,0.00026403576981998426,0.2026272567448404,0.14889399363566405
44,0.1289574235722907,0.07705972425467286,0.23127378182824807,0.2620604853609786,0.0,0.18753104063072382,0.11311754435308595
45,0.1016067075311342,0.11632628798921602,0.22771715651614527,0.24086558926379117,0.009865263803918037,0.2475448992047835,0.05607409569101192
46,0.16792194482537426,0.04872231064118818,0.23145038793802444,0.22084691681108554,0.0,0.2784327478227364,0.05262569196159108
47,0.1644076404487404,0.04626070477976674,0.19646389887700177,0.2684706302776723,0.0,0.254519709113549,0.06987741650326972
48,0.1925632292527015,0.0,0.1932858562875538,0.31531279155291975,0.0,0.25018355867278186,0.04865456423404329
49,0.17216094338416912,0.0,0.18164116369134697,0.3096907580169989,0.0,0.2954858671756169,0.041021267731868066
50,0.2196227599143577,0.0,0.11636715466918902,0.3265856051793704,0.0,0.2967949984378359,0.040629481799247066
