,WMT,AMZN,MSFT,CAT,GS,AVGO,BAC
0,0.10897268534628932,0.16077692254005427,0.2805134547712472,0.0,0.0,0.4432531132464692,0.006483824095940049
1,0.08437195116844248,0.11288481055962729,0.3633173890337766,0.0,0.0,0.43942584923815375,0.0
2,0.11557204904547538,0.15368279478571842,0.36155496815205224,0.0,0.0,0.36919018801675396,0.0
3,0.11455789965067052,0.1364284886999264,0.38685441408471616,0.0,0.0,0.3621591975646869,0.0
4,0.11020491454187098,0.11107778323721576,0.4097473786654788,0.0,0.0,0.36896992355543445,0.0
5,0.11923876212204909,0.08278166202690869,0.41843330794954386,0.0,0.0,0.3795462679014985,0.0
6,0.15460886182329592,0.06938681413850892,0.4412634818765262,0.0,0.0,0.33474084216166905,0.0
7,0.17083960097494866,0.10939208155815416,0.39844401893767734,0.0,0.0,0.32132429852921973,0.0
8,0.1731344031695832,0.10436395873634466,0.41585706517856974,0.0,0.0,0.3066445729155024,0.0
9,0.1656420629817698,0.14223239635120127,0.3933121058733842,0.0,0.0,0.29881343479364464,0.0
10,0.10703772101551534,0.19953894491638982,0.40733344723040227,0.0,0.0,0.2860898868376926,0.0
11,0.08692983666628788,0.213282359151907,0.4515913367534238,0.0,0.0,0.24819646742838136,0.0
12,0.15211399432660871,0.24249793566760927,0.41665223847843486,0.0,0.0,0.18873583152734727,0.0
13,0.16135358790897586,0.269034863721755,0.36906252115066474,0.0,0.0,0.20054902721860435,0.0
14,0.1691758093925462,0.24648677016552759,0.38554292783336763,0.0,0.0,0.1987944926085586,0.0
15,0.14491514995882734,0.29615691375008785,0.3727057859308317,0.0,0.0,0.18622215036025308,0.0
16,0.16476033421803593,0.3609885837323019,0.29537385074701317,0.0,0.0,0.1788772313026491,0.0
17,0.14274249694677638,0.3474337083614315,0.33207710421133085,0.0,0.0,0.17774669048046118,0.0
18,0.17830192643386505,0.36300259493456,0.28380704671417084,0.0,0.0,0.17488843191740414,0.0
19,0.16887784150857127,0.21653074737688494,0.46912675762841605,0.0,0.0,0.14546465348612778,0.0
20,0.19904664804227115,0.2092547994389803,0.45449983475848266,0.0,0.0,0.13719871776026601,0.0
21,0.161972795883798,0.1638736970612259,0.5312583806127716,0.0,0.0,0.14289512644220445,0.0
22,0.15413025022688365,0.13719922185022518,0.5450445632752327,0.0,0.0,0.16362596464765852,0.0
23,0.136037485490973,0.08637928949424468,0.6669408367784988,0.06314232009253219,0.0,0.0475000681437512,0.0
24,0.16791046565765758,0.024807960839233655,0.6735208053044033,0.05802803615461285,0.0,0.07573273204409259,0.0
25,0.17195647077089063,0.0,0.6714308537223788,0.06968779287673563,0.0,0.08692488262999497,0.0
26,0.24190488685668454,0.0,0.6260829502158248,0.08430209462001366,0.0,0.04771006830747698,0.0
27,0.23109449591267106,0.0,0.6248397159623389,0.1096578467182784,0.0,0.03440794140671158,0.0
28,0.22777046907427947,0.0,0.6407862649872834,0.09281782133849957,0.0,0.03862544459993748,0.0
29,0.2242240405396573,0.0,0.6552722528253239,0.1004423634556697,0.0,0.020061343179349246,0.0
30,0.19182015579075976,0.0,0.6959619507033514,0.1058154877577036,0.0,0.006402405748185235,0.0
31,0.12321825418332535,0.0,0.7105675176911058,0.13470868139650402,0.0,0.03150554672906463,0.0
32,0.048124659764638096,0.018548079437779908,0.8306553257323864,0.04758841357958464,0.0,0.05508352148561078,0.0
33,0.06858068148321654,0.0,0.7812485760548296,0.03623973296328949,0.0,0.11393100949866433,0.0
34,0.03783347995719164,0.0,0.8776324016062885,0.025875112866209863,0.0,0.058659005570309924,0.0
35,0.009801603755304988,0.0,0.8895207622026948,0.017585939070690434,0.0,0.08309169497130965,0.0
36,0.0027863158865205667,0.0,0.8912261845774075,0.03266450004893861,0.0,0.07332299948713326,0.0
37,0.11742788038989906,0.0,0.8011881921530446,0.029952245334356944,0.0,0.05143168212269933,0.0
38,0.0,0.0,0.8929489258820491,0.07413024426962911,0.0,0.03292082984832176,0.0
39,0.0,0.0,1.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.9880903690654315,0.0012950928471450484,0.0,0.010614538087423377,0.0
41,0.02766494895689737,0.0,0.9685700710019063,0.0,0.0,0.0037649800411963933,0.0
42,0.10880793355471623,0.0,0.8911920664452838,0.0,0.0,0.0,0.0
43,0.22081653438701102,0.0,0.7676719645496874,0.01151150106330141,0.0,0.0,0.0
44,0.1667817928067302,0.0,0.8193053147266546,0.013912892466615224,0.0,0.0,0.0
45,0.10489693399284457,0.0,0.8170802572425856,0.07802280876456978,0.0,0.0,0.0
46,0.08775030854344114,0.0,0.8446395452057377,0.06761014625082121,0.0,0.0,0.0
47,0.04984800801715862,0.0,0.9101286595017134,0.04002333248112796,0.0,0.0,0.0
48,0.07697077864157013,0.0,0.9149597925608172,0.008069428797612691,0.0,0.0,0.0
49,0.05570689736591189,0.0,0.944293102634088,0.0,0.0,0.0,0.0
50,0.052313231727134174,0.0,0.9022885762690018,0.0,0.0,0.04539819200386409,0.0
