,TMO,MRK,META,AA,PG,PEP,AAPL
0,0.19746105080500018,0.2119988624424577,0.23133030163547827,0.0,0.07233511733307245,0.09873249249443607,0.1881421752895553
1,0.1219799630925086,0.19508865781611318,0.30176117797432667,0.0,0.09044916312730367,0.11839617690262554,0.17232486108712206
2,0.1471715183146824,0.21184061769266183,0.2670424490849903,0.0,0.019663853171464265,0.249639767683434,0.10464179405276737
3,0.17121344672650388,0.20327388986730296,0.23269580917342278,0.0,0.05807810091948543,0.21289648340916129,0.12184226990412375
4,0.08960010289577025,0.27141957218978935,0.2672483630615277,0.0,0.1371172347002017,0.10353987495694544,0.13107485219576542
5,0.08601090845214088,0.23173470633313506,0.27528982594150314,0.0,0.07082597818650388,0.2333371997774659,0.10280138130925101
6,0.0969451152710648,0.19780461292756366,0.22085930169116005,0.0,0.13853816047780365,0.21048505606895868,0.13536775356344907
7,0.11279149853007545,0.1407699727034447,0.16127691344221856,0.0,0.18946961155486902,0.19639083719641404,0.19930116657297825
8,0.1146792741331268,0.1216311630631113,0.15740740941521303,0.0,0.153276140366163,0.22992748343091535,0.22307852959147045
9,0.12739648744801793,0.15770846176231126,0.2096173005515431,0.0,0.16764856585510526,0.12817554139885176,0.20945364298417063
10,0.167858527168893,0.07828199703670029,0.2014202473078263,0.0,0.14428079719292836,0.19617202374994844,0.21198640754370388
11,0.24185681049962374,0.00010674523637960856,0.23939082038617807,0.0,0.13968246591028285,0.17557533823092547,0.20338781973661024
12,0.3713427614077136,0.0,0.13003280047070673,0.0,0.283731277227393,0.0,0.21489316089418667
13,0.36755169913825936,0.0,0.09803825162731572,0.0,0.31708316455886915,0.0,0.21732688467555578
14,0.4368209979835863,0.0,0.1255398470893834,0.0,0.20678303308632354,0.0,0.2308561218407067
15,0.43853205668943734,0.0,0.06571640916729317,0.0,0.19990181800950182,0.0,0.2958497161337676
16,0.4961427279494178,0.0,0.10597863859452486,0.0,0.14200801310603453,0.0,0.2558706203500228
17,0.43768811519709605,0.0,0.1413675236352811,0.0,0.14848634774937003,0.0,0.27245801341825293
18,0.5598606118307179,0.0,0.03596694925007908,0.0,0.1328467828169268,0.0,0.27132565610227627
19,0.5494547542876836,0.0,0.06234843545657855,0.0,0.2332906173272042,0.0,0.1549061929285336
20,0.5027592694767495,0.0,0.08297343812309482,0.0,0.25224775148108336,0.0,0.16201954091907222
21,0.45378576607308696,0.0,0.027051113872372516,0.0,0.28975268559470674,0.0,0.2294104344598339
22,0.589625053808131,0.0,0.0,0.0,0.2025482747228694,0.0,0.20782667146899944
23,0.4935502399504849,0.0,0.082938353308175,0.0,0.24414942417722524,0.0,0.1793619825641149
24,0.4456651988887287,0.0,0.0704371649290087,0.0,0.3141204892278508,0.0,0.16977714695441193
25,0.40484551320730283,0.0,0.05894910799209773,0.0,0.31336749483952486,0.0,0.2228378839610745
26,0.4146917084398036,0.0,0.04481881469358413,0.0,0.3830841191731426,0.0,0.15740535769346975
27,0.4529144171905756,0.0,0.034578134374861895,0.0,0.3318323338392387,0.0,0.180675114595324
28,0.46422176786396957,0.0,0.011149383981033002,0.0,0.33762233244987333,0.0,0.1870065157051242
29,0.4291738764993842,0.0,0.021819107691068977,0.0,0.349282403461534,0.0,0.19972461234801295
30,0.4797304888725914,0.0,0.0,0.0,0.26785101460913685,0.0,0.2524184965182717
31,0.5397636853540688,0.028696872589926363,0.0,0.0,0.15084719562528018,0.0,0.28069224643072466
32,0.5346846237537602,0.0,0.0,0.0,0.16525006219900312,0.0,0.30006531404723663
33,0.505916534844185,0.0,0.0,0.0,0.2165755024188312,0.0,0.2775079627369838
34,0.34605333650009773,0.009656630279367478,0.0,0.0,0.23619529861386146,0.0,0.4080947346066734
35,0.32221800261735917,0.0,0.0,0.0,0.25813442597364306,0.0,0.4196475714089978
36,0.3908759402250015,0.0,0.0,0.0,0.13788563665004766,0.0,0.4712384231249508
37,0.29546273649880755,0.065308645891069,0.0,0.0,0.2566606762221377,0.0,0.38256794138798583
38,0.41793693189360237,0.06554089735303745,0.0,0.0,0.13210643436481417,0.0,0.3844157363885461
39,0.4204397205478974,0.09554917993976685,0.0,0.0,0.11506102804942354,0.0,0.36895007146291225
40,0.4631118111559561,0.1020593634604499,0.0,0.0,0.10049150014735495,0.0,0.33433732523623916
41,0.44796252517817176,0.0,0.0,0.0,0.22233152094295155,0.0,0.3297059538788767
42,0.4702372552469795,0.12449318481486578,0.0,0.0,0.06995262351399764,0.0,0.33531693642415716
43,0.3848864857060313,0.17704405320896713,0.0,0.0,0.016447090386425375,0.060660817653310224,0.36096155304526595
44,0.4316253271845417,0.16192064839253115,0.0,0.0,0.135827473347494,0.0,0.27062655107543315
45,0.4644865773377261,0.1677240613542669,0.0,0.0,0.20344031996551346,0.0,0.1643490413424937
46,0.4297968069972143,0.18896440174025933,0.0,0.0,0.15585783141498238,0.0,0.22538095984754405
47,0.3986559722538318,0.2021102802360648,0.0,0.0,0.13697502432646,0.0,0.26225872318364346
48,0.3525082544230721,0.18703311882587953,0.0,0.0,0.17018529687550155,0.0,0.29027332987554694
49,0.29689772378789764,0.2533568332951433,0.0,0.0,0.15240660692047406,0.0,0.29733883599648525
50,0.23326296149430728,0.32664983254711283,0.0,0.0,0.04954235445193847,0.0,0.39054485150664137
