,AVGO,UNH,PFE,META,TMO,CSCO,GM
0,0.34282935792043323,0.3552013261549734,0.11482939469317206,0.1425147549125671,0.02085211313783852,0.023773053181015545,0.0
1,0.3348778462781943,0.3210411637363189,0.1170208275184961,0.1928948487163068,0.0,0.034165313750683934,0.0
2,0.23894731979523082,0.4084604747453071,0.1304170704889594,0.16993926935544312,0.002492542764849891,0.04974332285020965,0.0
3,0.2428377600349726,0.40593558141130964,0.11975721466951395,0.15049956768583111,0.0257614399740457,0.05520843622432702,0.0
4,0.2232468453212713,0.5022803622705303,0.0,0.15171673521921164,0.0,0.12275605718898673,0.0
5,0.27754535777148276,0.45927571557065683,0.0,0.16755117816750836,0.06248262228013166,0.03314512621022049,0.0
6,0.27361641608692083,0.402827587617322,0.0,0.13946245447104721,0.09454586055641595,0.08954768126829393,0.0
7,0.2675205972158012,0.45175493761403457,0.0,0.09456886494866118,0.0822569066609581,0.10389869356054485,0.0
8,0.2642102155010398,0.4683803356732694,0.0,0.09328106372689365,0.07638767517628588,0.097740709922511,0.0
9,0.23387318484741365,0.4372917385778094,0.0,0.13859351306119833,0.09495824805781806,0.0952833154557606,0.0
10,0.2384094009029599,0.45424522254417943,0.0,0.13447882581574844,0.13670553713657974,0.036161013600532484,0.0
11,0.22736494569104912,0.4811936034423642,0.0,0.16016124956928174,0.13128020129730505,0.0,0.0
12,0.20176548761440039,0.5365507576134693,0.0,0.06525585376410295,0.1964279010080275,0.0,0.0
13,0.24317480735232788,0.5695736054497859,0.0,0.008590113533938923,0.17866147366394755,0.0,0.0
14,0.20809321174774176,0.5417141710979391,0.0,0.0339785524157732,0.19209867705191416,0.024115387686631736,0.0
15,0.2318284108609,0.5197435105259263,0.0,0.002129016505001547,0.24629906210817254,0.0,0.0
16,0.21346582650603255,0.40893490188632736,0.0,0.04289872780156789,0.33470054380607245,0.0,0.0
17,0.2132701103299041,0.40940120165250254,0.0,0.09508871733421811,0.2822399706833753,0.0,0.0
18,0.21493207515156834,0.3837666290031141,0.0,0.023015594357129927,0.3782857014881877,0.0,0.0
19,0.18992453079651953,0.3104856167326118,0.0,0.036995986434705086,0.46259386603616354,0.0,0.0
20,0.18422759379984815,0.3470112734433681,0.0,0.0494385036680847,0.41932262908869905,0.0,0.0
21,0.22842837466168855,0.35145516504037083,0.0,0.019929952741075924,0.40018650755686475,0.0,0.0
22,0.24322760166251722,0.2931100140895342,0.0,0.0,0.4636623842479487,0.0,0.0
23,0.2826474852498412,0.33737007307656897,0.0,0.0020482454401524615,0.3779341962334373,0.0,0.0
24,0.3142104088371621,0.35270485404766244,0.0,0.0,0.3330847371151753,0.0,0.0
25,0.3334459194297037,0.39417709607606566,0.0,0.0,0.2723769844942306,0.0,0.0
26,0.2877971608340446,0.39193304423602826,0.0,0.0,0.3202697949299271,0.0,0.0
27,0.2788620871306136,0.34465132598753206,0.0,0.0,0.37648658688185443,0.0,0.0
28,0.2901328603868734,0.34594645004878094,0.0,0.0,0.36392068956434565,0.0,0.0
29,0.27521666909929826,0.38355583905719165,0.0,0.0,0.3412274918435101,0.0,0.0
30,0.25249308763578715,0.3414878550390839,0.0,0.0,0.40601905732512905,0.0,0.0
31,0.2604326872361084,0.2868331980735303,0.0,0.0,0.4190062322580025,0.033727882432358726,0.0
32,0.2963438480096708,0.25017811380809646,0.0,0.0,0.45347803818223276,0.0,0.0
33,0.29624320291775086,0.2533046384568622,0.0,0.0,0.4504521586253869,0.0,0.0
34,0.3235710370723881,0.29192677301033587,0.0,0.0,0.3845021899172761,0.0,0.0
35,0.33631395224071914,0.3383767272368151,0.0,0.0,0.32530932052246586,0.0,0.0
36,0.33648509333746535,0.2973133100723547,0.0,0.0,0.36620159659018,0.0,0.0
37,0.2863085294404797,0.38802477656017564,0.0,0.0,0.3256666939993446,0.0,0.0
38,0.23364065074588483,0.3929147872133398,0.0,0.0,0.3734445620407755,0.0,0.0
39,0.15799147820786955,0.48596348970609127,0.0,0.0,0.3560450320860391,0.0,0.0
40,0.1508673913805796,0.4213725039903604,0.0,0.0,0.42776010462906,0.0,0.0
41,0.15684476901769615,0.37619117337122876,0.0,0.0,0.46696405761107507,0.0,0.0
42,0.09491357737328834,0.43124779328718105,0.0,0.0,0.47383862933953086,0.0,0.0
43,0.06915168067975261,0.5128893554571174,0.0,0.0,0.41795896386313014,0.0,0.0
44,0.10539856036431901,0.4555163719066631,0.0,0.0,0.43908506772901784,0.0,0.0
45,0.09496629673660412,0.43687790611758126,0.0,0.0,0.46815579714581457,0.0,0.0
46,0.1459520396781771,0.35915114534069925,0.0,0.0,0.49489681498112353,0.0,0.0
47,0.16442269095037734,0.37416511727350565,0.0,0.0,0.46141219177611703,0.0,0.0
48,0.2164408507700489,0.28728829863955374,0.0,0.0,0.4962708505903974,0.0,0.0
49,0.18688669163410646,0.33490234078604425,0.0,0.0,0.4782109675798493,0.0,0.0
50,0.3462935391220382,0.3242406092982877,0.0,0.0,0.3294658515796741,0.0,0.0
