,MSFT,GS,DE,GOOGL,CSCO,PFE,GIS
0,0.43782941117760965,0.0,0.17971063058429781,0.07588154156690777,0.1388154799499683,0.16776293672121653,0.0
1,0.5973070382357433,0.0,0.1752002037733288,0.026414386390597656,0.0935929300537107,0.10748544154661967,0.0
2,0.5800941215801355,0.0,0.06047692460875168,0.018847410933307992,0.1236015514522934,0.21697999142551133,0.0
3,0.5849162192233284,0.0,0.0971092747253487,0.0,0.1150539717735257,0.20292053427779744,0.0
4,0.6290206792486115,0.0,0.12277756926866053,0.0,0.21956336236710305,0.028638389115625103,0.0
5,0.7487476889448788,0.0,0.10504022059005018,0.0,0.14621209046507105,0.0,0.0
6,0.7688167763121244,0.0,0.0991092908114673,0.0,0.13207393287640803,0.0,0.0
7,0.7218711771179007,0.0,0.13397068646108887,0.0,0.07980669794841842,0.06435143847259182,0.0
8,0.7917924153079708,0.0,0.1265826473951616,0.0,0.05723753739028503,0.02438739990658257,0.0
9,0.7683201606397039,0.0,0.11793099309294236,0.0,0.08055713795941956,0.033191708307934116,0.0
10,0.8478446016357348,0.0,0.06126232895826821,0.015918370507190475,0.007805611029632108,0.06716908786917442,0.0
11,0.9008769961161216,0.0,0.09912300388387847,0.0,0.0,0.0,0.0
12,0.9687158419129765,0.0,0.03128415808702333,0.0,0.0,0.0,0.0
13,0.9018520995906375,0.0,0.0558143374614116,0.0,0.0,0.042333562947950876,0.0
14,0.8954504481071078,0.0,0.0967072725679125,0.0,0.0,0.007842279324979705,0.0
15,0.8707116119185129,0.0,0.10902015277443543,0.0,0.0,0.0,0.02026823530705162
16,0.8251586527110502,0.0,0.13244153384600632,0.0,0.0,0.036549487985368875,0.005850325457574599
17,0.8392272404867722,0.0,0.16069500989003946,0.0,0.0,7.774962318830756e-05,0.0
18,0.8015032945397191,0.0,0.19849670546028092,0.0,0.0,0.0,0.0
19,0.8166735635327186,0.0,0.18332643646728145,0.0,0.0,0.0,0.0
20,0.7956429108947031,0.0,0.20435708910529685,0.0,0.0,0.0,0.0
21,0.8029627935527976,0.0,0.19703720644720243,0.0,0.0,0.0,0.0
22,0.7975660325590997,0.0,0.20243396744090017,0.0,0.0,0.0,0.0
23,0.7795617068545695,0.0,0.22043829314543054,0.0,0.0,0.0,0.0
24,0.7961513808736526,0.0,0.20384861912634744,0.0,0.0,0.0,0.0
25,0.7936162234891084,0.0,0.20638377651089168,0.0,0.0,0.0,0.0
26,0.7597758746257313,0.0,0.24022412537426882,0.0,0.0,0.0,0.0
27,0.7387678692185706,0.0,0.2612321307814294,0.0,0.0,0.0,0.0
28,0.7520502375004945,0.0,0.2479497624995056,0.0,0.0,0.0,0.0
29,0.7500613158325808,0.0,0.2480753060437787,0.0,0.0,0.001863378123640339,0.0
30,0.7602017638892788,0.0,0.2397982361107213,0.0,0.0,0.0,0.0
31,0.7545800473315588,0.0,0.23471224778281635,0.0,0.010707704885624938,0.0,0.0
32,0.7354617904835993,0.0,0.16973833511091274,0.0,0.0,0.09479987440548795,0.0
33,0.7064328210473751,0.0,0.17083284690393677,0.0,0.0,0.12273433204868804,0.0
34,0.7980548032653673,0.0,0.19186258848616605,0.0,0.0,0.010082608248466567,0.0
35,0.795874414594659,0.0,0.20412558540534115,0.0,0.0,0.0,0.0
36,0.7811008974823248,0.0,0.21889910251767516,0.0,0.0,0.0,0.0
37,0.758932558450658,0.0,0.24106744154934207,0.0,0.0,0.0,0.0
38,0.7918982656005056,0.0,0.20628837540561484,0.0,0.0,0.0018133589938795595,0.0
39,0.821764039422442,0.0,0.12904295583662193,0.0,0.0,0.03386858275480321,0.015324421986132859
40,0.7956193377119357,0.0,0.13082507998151016,0.0,0.0,0.047380309325484184,0.02617527298106999
41,0.7583744802682391,0.0,0.15309535139657046,0.0,0.0,0.0,0.0885301683351904
42,0.7260307507952515,0.0,0.15699148816009983,0.0,0.0,0.0,0.11697776104464869
43,0.6423714782705191,0.0,0.1989496921673027,0.0,0.0,0.016428118417236952,0.14225071114494128
44,0.6448930195230228,0.0,0.1866523775744573,0.0,0.0,0.0,0.16845460290251998
45,0.5956058717367795,0.0,0.20836038870652107,0.0,0.0,0.009335338240668305,0.18669840131603122
46,0.6346000581511806,0.0,0.20399186415882894,0.0,0.0,0.0,0.16140807768999058
47,0.6442770940725928,0.0,0.16919432304253412,0.0,0.0,0.0,0.18652858288487292
48,0.6520129352609927,0.0,0.14218116334123213,0.0,0.0,0.0,0.20580590139777516
49,0.6715980708168402,0.0,0.10326869059180145,0.0,0.0,0.0,0.2251332385913584
50,0.6782309494851642,0.0,0.1062440323744359,0.0,0.0,0.0,0.21552501814039995
