,PEP,GLW,CSCO,TSLA,F,AVGO,JPM
0,0.2551276670249991,0.0,0.07394514166349615,0.020383672289681812,0.0,0.4908832426920767,0.15966027632974622
1,0.25305720095933415,0.0,0.054242431143245756,0.0,0.0,0.5249776257720968,0.16772274212532315
2,0.3500882950140487,0.0,0.0924827846450457,0.0,0.0,0.39743379723527084,0.15999512310563477
3,0.35471232441503264,0.0,0.10083264753873071,0.0,0.0,0.3859103185082447,0.15854470953799207
4,0.28341502300124444,0.0,0.14379640773631874,0.0,0.0,0.3881319531437386,0.1846566161186984
5,0.40552548173756536,0.0,0.07957685952363126,0.0,0.0,0.4055728092054063,0.10932484953339697
6,0.40619239435301185,0.0,0.09436010816211163,0.0,0.0,0.35715271238198976,0.14229478510288684
7,0.4139632982075371,0.0,0.05745663999263026,0.0,0.0,0.33365021432288666,0.19492984747694594
8,0.41458610133261853,0.0,0.03655023050077601,0.0,0.0,0.33015707670245215,0.2187065914641533
9,0.39436085750139016,0.0,0.06007873748326833,0.0,0.0,0.3228125340579864,0.22274787095735515
10,0.39735649911589527,0.0,0.009615164685565515,0.032210770464831964,0.0,0.3104522621498706,0.2503653035838367
11,0.3658125073525193,0.0,0.0,0.06171782017817161,0.0,0.33506627360429575,0.23740339886501352
12,0.36147986753769507,0.0,0.12690215866851315,0.03382048846129799,0.0,0.4686095125995323,0.009187972732961482
13,0.3706988393392847,0.0,0.10035686023881887,0.05055984823494062,0.0,0.47838445218695574,0.0
14,0.3093913240069865,0.0,0.1930456080652732,0.04884625123664968,0.0,0.44871681669109065,0.0
15,0.28315902226945144,0.0,0.17361441061384342,0.09509075243916398,0.0,0.44813581467754104,0.0
16,0.2376054949261649,0.0,0.19585989362508757,0.12926416357789694,0.0,0.4372704478708504,0.0
17,0.2324986956326234,0.0,0.12553723990529578,0.1662539517391217,0.0,0.4757101127229591,0.0
18,0.3434100216896249,0.0,0.046370222351118616,0.14694435503786338,0.0,0.4632754009213931,0.0
19,0.2744132947657961,0.0,0.0,0.15129143415062973,0.0,0.43399642325586263,0.14029884782771151
20,0.27236215145767734,0.0,0.0,0.18011761778573462,0.0,0.4139518753619517,0.1335683553946363
21,0.29057616339725056,0.0,0.036340004345558764,0.18750299070091372,0.0,0.37239576940186436,0.11318507215441255
22,0.18954731736225192,0.0,0.0,0.1883524156457621,0.0,0.5104096652055321,0.11169060178645401
23,0.07865454204922276,0.0,0.0,0.16391927311203047,0.0,0.499205498844121,0.2582206859946257
24,0.22009786868894343,0.0,0.08450282827308872,0.1046356469621503,0.0,0.4681477673093978,0.12261588876641984
25,0.19777902646692944,0.012013561166253427,0.040876612081424714,0.10967913927159575,0.0,0.5155038074959809,0.12414785351781563
26,0.22349054035645388,0.006602731824450509,0.08106560036103577,0.08650567706098651,0.0,0.4380444909271005,0.16429095946997285
27,0.2032543975716218,0.0,0.07843669733534844,0.09730535200118993,0.0,0.4536037531258568,0.16739979996598287
28,0.1676519449152713,0.0,0.07100576781452698,0.126822972428629,0.0,0.5092581377156873,0.12526117712588536
29,0.16632049897516188,0.0,0.141551994912426,0.12288573691897176,0.0,0.4603764405495827,0.1088653286438575
30,0.13402896995566518,0.0,0.10203869448230758,0.14737882043027595,0.0,0.420642708187424,0.1959108069443272
31,0.014454882522521499,0.0,0.20063825992132464,0.18324805668722,0.0,0.38910589662761524,0.21255290424131856
32,0.04326623619557428,0.0,0.1038687276138244,0.18024530661930332,0.0,0.4425710450419516,0.23004868452934635
33,0.08038667009935811,0.0,0.1129056122176836,0.1520231389055284,0.0,0.4595887408773377,0.1950958379000922
34,0.15812555447267712,0.05575544819780657,0.04696214428944209,0.14230017363246955,0.0,0.46662146681608363,0.13023521259152104
35,0.1357730506017121,0.0,0.06628109929077952,0.16632283707975404,0.0,0.5125956362749687,0.11902737675278566
36,0.03764242583791442,0.0,0.08877312791196756,0.20377883228615806,0.0,0.5407410208147322,0.1290645931492276
37,0.24597335701767287,0.0,0.0,0.17911397755099986,0.0,0.5196450087155242,0.0552676567158031
38,0.2384395950543172,0.0,0.0,0.173275646367532,0.0,0.48028066468843145,0.10800409388971927
39,0.31796975440155534,0.0,0.0,0.2188304283112556,0.0,0.4437080085003946,0.01949180878679451
40,0.33179493727674636,0.0,0.0,0.22933686494970912,0.0,0.43886819777354463,0.0
41,0.44990066428932063,0.0,0.0,0.21153955602631655,0.0,0.3385597796843627,0.0
42,0.404824649182534,0.0,0.0,0.27106814826992176,0.0,0.3241072025475442,0.0
43,0.5743820668095622,0.0,0.0,0.17948149394747087,0.0,0.2461364392429669,0.0
44,0.5035400077015078,0.0,0.0,0.1553695489377728,0.0,0.3410904433607194,0.0
45,0.511256404549288,0.0,0.0,0.07987737939366445,0.0,0.4088662160570476,0.0
46,0.4077728342838397,0.0,0.0,0.11519624906174032,0.0,0.47703091665441993,0.0
47,0.399702261451056,0.0,0.0,0.13670200670751725,0.0,0.4349832636923362,0.028612468149090742
48,0.4265875006272012,0.0,0.0,0.10768668914310352,0.0,0.46572581022969534,0.0
49,0.5203469556168054,0.0,0.0,0.0902171000493577,0.0,0.3894359443338369,0.0
50,0.45531245022418143,0.0,0.0,0.0856996647524891,0.0,0.45898788502332954,0.0
